bubble,insertion,merge,quick
3,9,9,7
4,13,6,3
5,13,8,3
1,11,8,5
1,12,8,6
2,12,7,4
3,11,4,5
2,9,5,3
3,14,8,4
5,14,8,6
2,9,7,4
5,13,6,3
0,12,9,4
4,11,6,5
5,13,9,3
3,12,7,4
4,13,7,5
3,10,6,5
3,13,9,0
1,14,8,1
4,14,7,1
1,11,7,1
3,8,10,2
3,14,8,2
2,13,8,1
5,9,7,1
5,10,7,1
4,14,8,2
3,11,9,2
3,9,6,2
