probabilidade_erro,algoritmo,percentual_k_unordered_mean,percentual_maior_array_mean,percentual_k_unordered_std,percentual_maior_array_std,percentual_k_unordered_min,percentual_maior_array_min,percentual_k_unordered_max,percentual_maior_array_max
0.0001,bubble,0.05463666666666704,82.76502000000005,0.02315412187946008,15.89230570831397,0.0,27.46,0.16,100.0
0.0001,insertion,1.7950200000000007,2.567826666666671,0.12006944583840351,0.4507344345240455,1.43,1.6,2.18,4.65
0.0001,merge,0.10810666666666649,26.788866666666667,0.03645991036618429,9.881799682777723,0.02,12.36,0.22,59.17
0.0001,quick,0.1399233333333328,22.564076666666555,0.039340522125614015,7.8464906265480465,0.07,10.86,0.24,50.43
