probabilidade_erro,algoritmo,percentual_k_unordered_mean,percentual_maior_array_mean,percentual_k_unordered_std,percentual_maior_array_std,percentual_k_unordered_min,percentual_maior_array_min,percentual_k_unordered_max,percentual_maior_array_max
0.01,bubble,3.300316666666673,32.62108666666661,0.9842001234589254,27.4401932723045,1.0,2.74,6.0,97.0
0.01,insertion,13.474403333333262,7.651876666666815,2.266623738451715,9.007997493953495,6.0,0.28,16.0,27.0
0.01,merge,6.829913333333352,20.834383333333204,2.934274557969894,26.92364216177802,1.0,0.5,10.68,93.0
0.01,quick,6.118276666666637,15.306146666666551,1.1725566481638656,18.115703305527674,2.0,0.61,9.0,87.0
