bubble,insertion,merge,quick
40,12,20,39
69,17,21,42
69,17,21,42
40,12,20,39
78,17,21,42
40,12,28,23
58,16,28,23
76,17,61,18
76,17,22,20
58,20,27,18
38,20,27,21
58,20,27,21
94,11,61,22
63,20,22,28
63,20,32,37
94,11,61,22
55,21,32,37
44,11,61,18
77,15,21,21
38,11,61,22
90,15,21,21
90,15,21,21
91,16,28,22
83,21,27,22
34,21,19,28
34,21,19,28
83,21,27,27
91,16,28,22
83,17,21,22
57,21,32,37
55,21,32,37
78,17,21,42
83,17,21,22
55,21,32,37
55,21,32,37
83,17,21,22
78,17,21,42
55,21,32,37
57,21,32,37
83,17,21,22
83,21,27,27
34,21,19,28
91,16,28,22
91,16,28,22
34,21,19,28
83,21,27,27
90,15,21,21
90,15,21,21
38,11,61,22
77,15,21,21
44,11,61,18
55,21,32,37
63,20,32,37
94,11,61,22
94,11,61,22
63,20,22,28
58,20,27,21
38,20,27,21
58,20,27,18
76,17,22,20
76,17,61,18
58,16,28,23
40,12,28,23
78,17,21,42
69,17,21,42
40,12,20,39
40,12,20,39
69,17,21,42
40,12,20,39
69,17,21,42
69,17,21,42
40,12,20,39
40,12,20,39
58,16,28,23
40,12,28,23
76,17,22,20
76,11,61,18
76,11,61,18
58,20,27,18
38,20,27,21
94,11,21,22
63,20,32,37
63,20,22,28
38,15,27,21
94,11,61,22
38,11,61,22
38,11,61,18
44,11,61,18
90,15,21,21
90,15,21,21
91,16,28,22
34,21,19,28
83,21,27,27
83,21,27,22
57,21,19,28
91,16,28,22
58,16,28,23
83,17,21,22
55,21,32,37
55,21,32,37
78,17,21,42
78,17,21,42
55,21,32,37
55,21,32,37
83,17,21,22
58,16,28,23
57,21,19,28
83,21,27,22
91,16,28,22
91,16,28,22
83,21,27,27
34,21,19,28
90,15,21,21
90,15,21,21
44,11,61,18
38,11,61,18
38,11,61,22
63,20,22,28
94,11,61,22
38,15,27,21
94,11,61,22
63,20,32,37
38,20,27,21
58,20,27,21
76,11,61,18
76,11,61,18
76,17,22,20
40,12,28,23
58,16,28,23
40,12,20,23
69,17,21,42
40,12,20,39
40,12,20,39
69,17,21,42
40,12,28,23
69,17,21,22
40,12,20,39
40,12,20,39
69,17,21,42
58,16,28,23
40,12,28,23
44,11,61,18
76,17,22,20
76,11,61,18
38,20,27,21
38,20,27,21
38,11,61,22
63,20,22,28
38,20,27,21
94,11,21,22
94,11,61,22
63,20,22,28
90,15,21,21
90,15,21,21
38,11,61,22
44,11,61,18
91,16,28,22
34,21,19,28
83,21,27,27
91,16,28,22
91,16,28,22
83,21,27,22
57,21,19,28
83,17,21,22
57,21,32,37
55,21,32,37
78,17,21,42
78,17,21,42
55,21,32,37
57,21,32,37
83,17,21,22
91,16,28,22
57,21,19,28
83,21,27,22
83,21,27,27
34,21,19,28
91,16,28,22
91,16,28,22
44,11,61,18
38,11,61,22
90,15,21,21
90,15,21,21
94,11,61,22
63,20,22,28
63,20,22,28
94,11,21,22
38,20,27,21
38,11,61,22
38,20,27,21
58,20,27,21
76,11,61,18
76,17,22,20
44,11,61,18
40,12,28,23
58,16,28,23
40,12,20,39
69,17,21,42
69,17,21,22
40,12,20,39
40,12,28,23
78,17,21,42
69,17,21,42
40,12,20,39
40,12,20,39
69,17,21,42
40,12,28,23
58,16,28,23
76,11,61,18
76,17,22,20
38,20,27,21
38,20,27,21
56,20,27,18
63,20,32,37
63,20,22,28
94,11,61,22
94,11,21,22
63,20,32,28
90,15,21,21
90,15,21,21
44,11,61,18
38,11,61,22
77,15,21,21
57,21,32,28
83,17,21,22
83,21,27,22
57,21,19,28
91,16,28,22
91,16,28,22
34,21,19,28
44,21,27,27
55,21,32,37
78,17,21,42
83,17,21,22
55,21,32,37
55,21,32,37
83,17,21,22
78,17,21,42
55,21,32,37
91,16,28,22
83,21,27,27
34,21,19,28
57,21,19,28
83,21,27,22
91,16,28,22
83,17,21,22
57,21,19,28
77,15,21,21
38,11,61,22
44,11,61,18
90,15,21,21
90,15,21,21
94,11,21,22
63,20,32,28
63,20,22,28
94,11,61,22
63,20,32,37
56,20,27,18
38,20,27,21
38,20,27,21
61,17,22,20
76,11,61,18
40,16,28,23
40,12,28,23
40,12,20,39
69,17,21,22
69,17,21,42
40,12,20,39
78,17,21,42
69,17,21,22
56,12,20,39
56,12,20,39
84,16,21,22
56,12,20,29
58,16,21,24
58,16,21,24
61,17,22,20
61,17,22,20
78,24,52,34
96,17,32,28
57,17,32,28
57,17,32,28
84,20,52,18
84,24,52,34
80,20,22,28
90,16,21,24
90,16,21,24
63,20,22,28
90,16,21,24
46,20,20,29
46,20,22,29
68,15,32,28
57,17,32,28
34,19,19,28
44,21,27,27
57,16,28,22
91,16,28,22
44,21,27,27
34,19,19,22
57,16,28,15
55,21,27,15
33,21,27,15
33,21,27,15
55,21,27,15
33,16,28,15
91,16,28,22
34,19,19,22
44,21,27,27
44,21,27,27
34,19,19,22
57,16,28,22
57,17,32,28
68,15,32,28
46,20,22,29
46,20,20,29
90,16,21,24
90,16,21,24
63,20,22,28
80,20,22,28
90,16,21,24
84,24,52,34
84,20,52,18
57,17,32,28
57,17,32,28
96,17,32,28
78,24,52,34
61,17,22,20
61,17,22,20
58,16,21,24
58,16,21,22
56,12,20,29
56,12,20,39
84,16,21,22
69,17,21,22
56,12,20,39
84,16,21,22
40,12,20,39
56,12,20,39
69,17,21,22
58,16,21,22
58,16,21,24
58,16,21,24
61,17,22,20
61,17,22,20
56,20,27,18
57,17,32,28
96,17,32,28
84,24,52,34
56,20,52,18
63,20,22,28
90,16,21,24
90,16,21,24
80,20,22,28
80,20,22,29
46,20,22,29
68,15,21,21
46,20,20,29
57,17,32,28
68,15,32,28
44,21,27,27
34,19,19,22
57,16,28,22
57,16,28,22
78,19,25,22
34,19,19,22
44,21,27,27
78,19,19,22
44,21,27,27
33,21,27,15
55,21,27,15
55,21,27,15
33,21,27,15
44,21,27,27
78,19,19,22
78,19,25,22
57,16,28,22
44,21,27,27
34,19,19,22
34,19,19,22
44,21,27,27
57,16,28,22
68,15,32,28
57,17,32,28
68,15,21,21
46,20,20,29
46,20,22,29
80,20,22,29
90,16,21,24
80,20,22,28
63,20,22,28
90,16,21,24
56,20,52,18
84,24,52,34
57,17,32,28
57,17,32,28
56,20,27,18
61,17,22,20
61,17,22,20
58,16,21,24
58,16,21,24
58,16,21,22
56,12,20,39
69,17,21,22
84,17,21,22
40,12,20,39
84,16,21,22
56,12,20,39
84,16,21,22
69,17,21,22
56,12,20,39
58,16,21,24
58,16,21,22
61,17,22,20
61,17,22,20
84,24,52,34
84,20,52,34
57,17,32,28
56,20,52,18
96,17,32,28
46,20,22,29
90,16,21,24
80,20,22,28
80,20,22,28
94,16,21,22
57,17,32,28
68,17,32,28
77,15,21,21
46,20,20,29
