bubble,insertion,merge,quick
4.27,0.33,0.9,1.28
5.18,0.39,0.66,0.94
7.08,0.38,0.66,0.81
5.52,0.31,0.67,1.28
5.03,0.36,0.9,1.28
5.15,0.37,0.53,0.93
4.91,0.31,0.64,0.87
5.2,0.36,0.64,0.87
7.02,0.31,1.03,0.84
4.09,0.3,0.71,0.92
4.46,0.39,1.03,0.84
6.7,0.36,0.71,0.92
4.52,0.35,0.71,0.8
5.96,0.39,0.85,0.85
6.07,0.36,0.61,1.05
4.16,0.34,0.83,0.85
3.77,0.42,0.7,1.37
6.59,0.33,0.7,0.99
4.37,0.33,0.65,0.73
8.64,0.3,0.73,0.99
4.82,0.35,0.65,0.73
4.31,0.38,0.82,0.89
2.94,0.39,0.82,0.89
4.57,0.35,0.61,1.05
3.61,0.36,0.77,0.85
11.57,0.37,0.77,0.85
4.62,0.42,0.61,1.05
3.7,0.37,0.85,1.29
5.72,0.4,0.53,0.93
13.55,0.4,0.53,0.93
4.76,0.37,0.85,1.29
3.98,0.37,0.77,0.85
6.22,0.32,0.61,1.05
5.24,0.35,0.61,1.05
4.57,0.36,0.77,0.85
9.14,0.39,0.82,0.89
5.86,0.38,0.82,0.89
4.41,0.35,0.65,0.73
4.64,0.3,0.73,0.99
4.31,0.33,0.65,0.73
4.2,0.33,0.7,0.99
5.61,0.42,0.7,1.37
4.85,0.34,0.83,0.85
5.91,0.39,0.85,0.85
5.79,0.36,0.61,1.05
4.78,0.35,0.71,0.8
5.35,0.42,0.71,0.92
4.08,0.39,1.03,0.84
4.57,0.3,0.71,0.92
5.41,0.36,0.64,0.87
8.12,0.31,1.03,0.84
10.74,0.37,0.53,0.93
5.01,0.33,0.64,0.87
5.18,0.36,0.9,1.28
5.69,0.38,0.66,0.81
3.23,0.31,0.67,1.28
5.58,0.33,0.9,1.28
6.32,0.39,0.66,0.94
7.08,0.31,0.67,1.28
5.39,0.31,0.66,0.81
7.15,0.39,0.67,0.94
7.52,0.35,0.67,1.28
7.35,0.32,0.66,0.81
5.04,0.39,0.67,0.94
5.28,0.29,1.03,0.84
6.27,0.36,0.64,0.87
4.1,0.31,0.64,0.87
5.71,0.38,0.53,0.93
4.98,0.32,0.74,0.97
6.17,0.42,0.71,0.92
6.81,0.42,0.64,0.9
6.73,0.3,0.71,0.92
4.32,0.3,0.85,1.1
8.49,0.39,0.83,0.85
6.52,0.43,0.85,0.85
7.02,0.33,0.7,0.99
3.05,0.36,0.7,1.37
8.01,0.35,0.65,0.73
7.01,0.33,0.65,0.89
