bubble,insertion,merge,quick
12.07,25.73,28.29,19.28
11.69,25.7,28.35,19.47
12.15,25.72,28.57,19.67
11.86,25.62,28.29,19.28
11.7,25.83,28.29,19.28
11.75,25.92,28.24,18.89
11.75,25.68,28.09,19.71
11.65,25.64,28.17,19.71
11.42,25.14,28.24,18.89
11.58,25.77,28.33,18.73
12.08,25.77,28.16,19.8
11.92,25.18,28.33,18.73
11.26,25.89,28.32,19.14
12.12,25.45,27.9,19.4
12.21,25.77,28.17,19.14
12.02,26.01,27.9,19.4
11.94,25.88,28.9,19.81
11.35,25.66,28.9,19.81
11.93,26.23,28.07,19.56
11.65,25.64,28.73,19.27
10.99,25.85,28.07,19.56
12.22,25.94,28.07,19.42
11.53,25.5,28.29,19.42
11.72,25.74,28.23,19.14
11.47,25.6,28.57,19.51
11.14,24.97,28.76,19.36
12.4,25.35,28.23,19.14
12.32,25.6,28.04,19.76
11.64,25.31,28.57,19.51
11.53,25.31,28.57,19.51
12.1,25.73,28.04,19.76
11.8,25.42,28.76,19.36
11.84,25.35,28.23,19.14
11.79,25.74,28.23,19.14
11.85,25.96,28.57,19.51
12.0,25.5,28.29,19.42
11.8,25.74,28.07,19.42
11.7,25.85,28.07,19.56
11.75,25.64,28.73,19.27
11.99,25.76,28.07,19.56
11.89,25.66,28.9,19.81
11.88,25.88,28.9,19.81
11.84,26.01,27.9,19.4
11.84,25.45,27.9,19.4
11.73,25.77,28.17,19.14
11.43,25.89,28.32,19.14
11.55,25.18,28.33,18.73
11.47,25.77,28.16,19.8
11.59,25.77,28.33,18.73
12.08,25.64,28.17,19.71
11.85,25.14,28.24,18.89
11.47,25.79,28.24,18.89
11.92,25.68,28.09,19.71
11.77,25.83,28.29,19.28
11.72,25.72,28.57,19.67
11.99,25.39,28.29,19.28
12.06,25.73,28.29,19.28
12.07,25.7,28.35,19.47
11.61,25.39,28.29,19.28
11.81,25.72,28.57,19.67
11.81,25.7,28.35,19.47
12.1,25.62,28.29,19.28
11.25,25.45,28.57,19.67
12.08,25.71,28.35,19.47
11.56,25.39,28.24,18.89
11.75,25.64,28.17,19.71
11.63,25.61,28.09,19.71
12.09,25.79,28.24,18.89
11.58,25.45,28.33,18.73
11.62,25.18,28.33,18.73
11.74,25.62,28.09,19.71
11.62,24.84,28.33,18.73
11.45,25.19,27.9,19.4
11.68,25.45,27.9,19.4
11.92,25.25,27.9,19.4
11.61,25.66,28.9,19.81
11.87,25.88,28.9,19.81
11.64,26.23,28.07,19.56
12.16,25.76,28.07,19.44
11.89,25.52,28.07,19.56
12.21,25.5,28.29,19.42
11.76,25.62,28.09,19.35
12.11,25.74,28.07,19.42
11.63,25.56,28.23,19.14
11.83,24.97,28.76,19.36
11.6,25.6,28.57,19.51
11.78,25.46,28.23,19.76
11.45,25.74,28.76,19.36
12.02,25.74,28.76,19.67
11.74,25.6,28.57,19.51
12.06,25.46,28.23,19.76
11.57,25.56,28.23,19.14
12.07,24.97,28.76,19.36
11.91,25.74,28.07,19.42
11.56,25.6,28.09,19.35
11.91,25.5,28.29,19.42
11.63,25.52,28.07,19.56
11.43,25.76,28.07,19.44
11.82,26.23,28.07,19.56
11.54,25.88,28.9,19.81
11.26,25.66,28.9,19.81
11.56,25.25,27.9,19.4
11.63,26.01,27.9,19.4
11.78,25.19,27.9,19.4
11.46,25.62,28.09,19.71
11.42,25.77,28.33,18.73
11.95,25.18,28.33,18.73
11.52,25.61,28.09,19.71
11.66,25.45,28.33,18.73
11.95,25.79,28.24,18.89
11.56,25.39,28.24,18.89
11.79,25.4,28.09,19.71
11.65,25.7,28.35,19.47
11.99,25.45,28.57,19.67
11.98,25.7,28.35,19.47
11.64,25.73,28.29,19.28
11.77,25.39,28.29,19.28
12.05,25.72,28.57,19.67
11.7,25.89,28.57,19.67
11.69,26.35,28.57,19.47
12.06,25.83,28.29,19.28
11.84,25.73,28.29,19.28
11.91,25.45,28.35,19.47
12.38,25.74,28.35,19.47
12.31,25.75,28.09,19.71
12.06,25.28,28.33,18.73
11.85,24.84,28.33,18.73
11.45,25.64,28.17,19.71
12.14,25.14,28.24,18.89
12.15,25.42,28.37,19.69
11.64,25.07,28.24,18.89
11.33,25.62,28.09,19.71
11.5,26.01,27.9,19.4
12.19,25.25,27.9,19.4
11.81,25.68,28.09,19.35
11.86,25.85,28.07,19.56
11.5,25.54,28.07,19.44
11.47,25.68,28.9,19.81
11.94,25.74,28.9,19.81
11.5,26.05,28.18,19.61
12.11,25.43,28.09,19.35
11.54,25.26,28.29,19.42
11.57,25.94,28.07,19.42
11.45,25.5,28.07,19.56
11.35,24.97,28.76,19.36
11.41,25.42,28.76,19.36
11.74,25.67,28.23,19.14
12.45,25.65,28.23,19.76
11.63,25.65,28.57,19.36
11.54,25.65,28.23,19.76
12.2,25.65,28.57,19.36
11.58,25.42,28.76,19.36
11.93,25.35,28.23,19.14
11.6,24.97,28.76,19.36
11.96,25.5,28.07,19.56
12.19,25.94,28.07,19.42
11.61,25.26,28.29,19.42
11.95,25.43,28.09,19.35
11.68,25.74,28.9,19.81
11.97,26.05,28.18,19.61
11.83,25.68,28.9,19.81
11.71,25.54,28.07,19.44
11.93,25.85,28.07,19.56
12.19,25.68,28.09,19.35
11.95,25.19,27.9,19.4
11.74,26.01,27.9,19.4
11.86,25.07,28.24,18.89
11.59,26.03,28.09,19.71
11.99,25.63,28.17,19.71
12.01,25.42,28.37,19.69
11.48,25.14,28.24,18.89
12.15,25.45,28.33,18.73
12.49,25.75,28.09,19.71
11.4,25.28,28.33,18.73
11.51,25.74,28.35,19.47
11.64,25.73,28.29,19.28
12.29,25.45,28.35,19.47
11.62,26.35,28.57,19.67
11.69,25.83,28.29,19.28
11.77,25.89,28.57,19.67
11.41,26.16,28.29,19.62
11.81,25.45,28.35,19.47
11.52,25.83,28.29,19.28
11.64,25.39,28.29,19.28
12.03,25.72,28.57,19.67
11.87,25.4,28.16,19.8
12.05,24.84,28.33,18.73
12.06,25.28,28.33,18.73
11.69,26.03,28.09,19.71
12.12,25.79,28.24,18.89
11.61,25.14,28.24,18.89
11.51,25.63,28.17,19.71
11.71,25.25,27.9,19.4
12.08,25.28,27.9,19.4
11.62,25.64,28.17,19.14
11.94,26.28,28.32,19.14
12.22,25.76,28.07,19.44
11.76,25.52,28.07,19.56
11.41,25.71,28.9,19.81
12.37,25.74,28.9,19.81
11.77,25.68,28.9,19.81
12.32,25.94,28.07,19.42
11.78,25.26,28.29,19.42
12.14,25.47,28.23,19.76
11.91,25.6,28.57,19.51
11.83,25.65,28.23,19.76
11.32,25.67,28.23,19.14
12.01,25.65,28.76,19.36
12.0,25.92,28.57,18.89
11.84,25.92,28.24,18.89
11.58,25.67,28.17,19.14
11.72,25.42,28.76,19.36
11.97,25.6,28.57,19.36
11.65,25.46,28.23,19.76
11.96,25.82,28.23,19.76
11.85,25.5,28.29,19.42
11.85,25.57,28.07,19.42
11.57,25.66,28.9,19.81
11.54,25.74,28.9,19.81
11.67,25.71,28.9,19.81
12.14,25.52,28.07,19.56
11.91,25.76,28.07,19.44
11.76,26.28,28.32,19.14
11.33,25.28,27.9,19.4
12.05,25.72,28.17,19.14
11.63,25.25,27.9,19.4
12.22,25.07,28.24,18.89
12.02,25.63,28.17,19.71
11.61,26.03,28.09,19.71
11.72,25.79,28.24,18.89
11.83,25.28,28.33,18.73
11.65,24.84,28.33,18.73
11.93,25.4,28.16,19.8
11.7,25.39,28.29,19.28
12.05,26.35,28.57,19.67
11.72,25.45,28.35,19.47
12.09,25.83,28.29,19.28
11.67,26.16,28.29,19.62
11.81,25.66,28.14,19.95
11.92,25.47,28.43,18.87
11.46,25.65,28.43,18.87
11.52,25.61,28.14,19.5
11.87,25.66,28.14,19.95
11.71,25.34,28.32,19.14
11.58,25.31,28.0,19.81
11.98,25.6,28.37,19.69
11.66,25.16,28.0,19.81
11.93,25.71,28.32,19.14
11.59,25.39,28.38,19.74
12.01,25.6,28.1,19.41
12.06,25.7,28.1,19.41
12.03,26.05,28.18,19.61
11.59,25.53,28.22,19.41
12.09,25.88,27.9,19.13
11.55,25.79,27.9,19.13
11.92,25.45,28.0,19.81
12.07,25.78,28.31,18.93
11.8,25.39,28.31,18.93
12.15,25.51,28.29,19.28
11.62,25.81,28.29,19.28
11.44,26.06,28.29,19.28
12.0,26.04,28.85,19.55
11.96,25.18,28.32,19.77
12.03,25.78,28.32,19.77
11.69,25.57,28.76,19.55
12.07,25.68,28.85,19.67
11.82,25.85,28.43,19.59
11.47,25.85,28.43,19.59
11.49,25.64,28.85,19.67
11.74,25.91,28.32,19.77
11.87,25.57,28.76,19.55
11.94,26.04,28.85,19.55
12.05,25.18,28.32,19.77
11.27,26.06,28.29,19.28
11.68,25.81,28.29,19.42
11.63,24.9,28.29,19.28
11.49,25.39,28.31,18.93
11.83,25.43,28.31,18.93
11.77,25.45,28.0,19.81
11.53,25.86,28.22,19.13
11.93,25.88,27.9,19.13
11.87,25.53,28.22,19.41
11.98,25.7,28.1,19.41
12.08,26.05,28.18,19.61
11.6,25.39,28.38,19.74
11.38,25.6,28.1,19.41
12.12,25.16,28.0,19.81
11.57,25.71,28.32,19.14
11.88,25.36,28.32,19.14
11.94,25.21,28.37,19.69
11.7,25.31,28.0,19.81
11.7,25.66,28.14,19.95
12.0,25.65,28.43,18.87
11.28,25.61,28.14,19.5
12.08,25.37,28.14,19.95
12.0,25.47,28.43,18.87
11.3,25.24,28.76,19.5
12.11,25.65,28.43,18.87
11.63,25.23,28.43,18.87
12.01,25.66,28.14,19.95
11.98,26.14,28.26,19.62
11.86,25.4,28.76,19.5
11.8,25.71,28.38,19.74
11.8,25.16,28.0,19.81
11.57,25.31,28.0,19.81
11.87,25.34,28.32,19.14
11.9,24.93,28.16,19.8
11.63,25.6,28.18,19.61
11.55,25.7,28.1,19.41
11.8,25.12,28.1,19.41
11.98,25.86,28.22,19.13
11.52,25.79,27.9,19.13
11.67,25.01,28.31,18.93
11.37,25.43,28.31,18.93
11.71,25.64,28.73,19.27
11.85,26.06,28.29,19.28
12.08,25.37,28.29,19.42
11.74,25.57,28.76,19.55
11.87,25.91,28.32,19.77
11.88,25.78,28.32,19.77
11.52,26.04,28.85,19.55
11.85,26.01,28.04,19.77
11.56,26.01,28.04,19.77
11.58,25.18,28.32,19.77
11.53,26.04,28.85,19.55
11.76,25.57,28.76,19.55
11.88,25.91,28.32,19.77
11.21,25.81,28.29,19.42
11.53,26.06,28.29,19.28
11.3,25.64,28.73,19.27
11.95,25.43,28.31,18.93
12.05,25.01,28.31,18.93
11.72,25.79,27.9,19.13
11.42,25.86,28.22,19.13
12.0,25.6,28.1,19.41
12.37,25.6,28.18,19.61
11.28,25.7,28.1,19.41
11.56,25.69,28.16,19.8
11.79,25.31,28.0,19.81
11.95,25.34,28.32,19.14
11.51,25.71,28.38,19.74
11.94,25.16,28.0,19.81
11.93,25.4,28.76,19.5
12.04,26.14,28.26,19.62
11.8,25.47,28.43,18.87
11.92,25.66,28.14,19.95
11.69,25.24,28.76,19.5
11.42,25.65,28.43,18.87
11.67,25.22,28.26,18.87
12.02,25.51,28.43,18.87
11.52,25.61,28.14,19.5
11.46,25.44,28.14,19.95
12.39,25.23,28.43,19.59
12.42,25.57,28.76,19.55
11.86,25.68,28.1,19.41
12.08,25.6,28.18,19.61
12.16,25.31,28.16,19.81
11.92,25.12,28.22,19.41
11.84,26.13,28.0,19.81
12.21,25.55,28.38,19.74
11.58,25.36,28.32,19.14
11.9,25.49,28.0,19.81
12.06,25.5,28.22,19.13
11.92,25.88,27.9,19.13
11.69,25.62,28.73,19.27
11.79,25.39,28.31,18.93
11.74,25.65,28.31,18.93
11.63,24.9,28.29,19.28
12.13,25.37,28.29,19.42
12.14,25.6,28.04,19.77
11.63,26.01,28.32,19.77
11.95,25.09,28.85,19.55
11.39,25.61,28.85,19.55
11.69,25.18,28.32,19.59
11.47,25.61,28.85,19.55
12.03,25.18,28.32,19.59
11.56,26.01,28.32,19.77
12.13,25.09,28.76,19.55
11.69,25.6,28.04,19.77
11.55,25.37,28.29,19.42
11.52,26.06,28.29,19.28
11.92,25.65,28.31,18.93
11.9,25.39,28.31,18.93
11.56,25.62,28.73,19.27
11.79,25.88,27.9,19.13
11.54,25.5,28.22,19.13
11.7,25.36,28.32,19.14
11.83,25.49,28.0,19.81
11.44,26.13,28.0,19.81
12.11,25.55,28.38,19.74
11.18,25.12,28.22,19.41
11.71,25.54,28.16,19.8
12.26,25.68,28.1,19.41
12.27,25.23,28.18,19.61
11.53,25.57,28.76,19.55
11.69,25.44,28.14,19.95
11.82,25.23,28.43,19.59
11.82,25.65,28.43,18.87
11.93,25.61,28.14,19.5
12.04,25.64,28.26,18.87
11.71,25.37,28.14,19.95
11.84,25.23,28.43,18.87
12.21,25.66,28.14,19.95
11.46,25.44,28.14,19.5
12.1,25.51,28.43,18.87
11.46,25.12,28.22,19.41
11.56,25.22,28.38,19.74
11.69,25.6,28.18,19.61
11.9,25.68,28.1,19.41
12.06,25.49,28.0,19.81
11.99,25.36,28.32,19.14
11.97,25.55,28.38,19.74
12.01,26.13,28.0,19.81
12.01,25.41,28.37,19.61
11.88,25.88,27.9,19.13
11.98,25.01,28.31,18.93
12.54,25.5,28.22,19.13
11.51,25.95,28.22,19.41
11.63,25.43,28.31,18.93
12.19,25.39,28.31,18.93
11.84,25.37,28.29,19.42
12.09,24.9,28.29,19.28
12.07,25.03,28.1,19.28
11.66,25.43,28.76,19.67
11.59,25.46,28.32,19.59
11.88,25.61,28.85,19.55
12.14,25.57,28.76,19.55
11.88,26.01,28.32,19.77
11.88,25.43,28.43,19.59
11.8,25.43,28.43,19.59
11.95,25.09,28.76,19.55
11.42,25.91,28.32,19.77
12.14,25.46,28.32,19.59
11.9,25.61,28.85,19.55
11.47,25.84,28.76,19.67
12.08,25.03,28.1,19.28
11.87,24.9,28.29,19.28
11.69,25.37,28.29,19.42
11.78,25.65,28.31,18.93
11.77,25.43,28.31,18.93
11.95,25.95,28.22,19.41
11.82,25.86,28.22,19.13
11.82,25.01,28.31,18.93
11.49,25.28,27.9,19.13
11.39,25.55,28.38,19.74
11.7,25.41,28.37,19.61
11.94,25.16,28.0,19.81
12.2,25.49,28.0,19.81
11.88,25.36,28.32,19.14
12.04,25.22,28.38,19.74
11.57,25.6,28.18,19.61
12.12,25.68,28.1,19.41
11.86,25.12,28.22,19.41
12.03,25.61,28.14,19.5
11.57,25.51,28.43,18.87
11.76,25.23,28.43,18.87
11.62,25.66,28.14,19.95
11.58,25.37,28.14,19.95
11.39,25.89,28.57,19.67
11.81,25.64,28.26,18.87
11.96,25.22,28.26,19.62
11.79,25.79,28.14,19.95
11.94,25.44,28.14,19.95
11.91,25.45,28.76,19.5
11.38,25.57,28.76,19.55
11.62,25.44,28.38,19.74
11.65,25.88,28.16,19.8
11.73,25.23,28.18,19.61
11.97,25.54,28.16,19.8
11.47,25.23,28.38,19.74
11.71,25.5,28.38,19.74
12.03,25.59,28.37,19.61
12.08,25.19,28.37,19.69
11.47,25.5,28.22,19.13
11.81,26.03,28.0,19.81
11.86,25.59,28.31,18.93
11.54,25.95,28.22,19.13
11.89,25.6,28.22,19.41
12.11,25.62,28.73,19.27
12.1,25.61,28.31,18.93
11.59,25.26,28.29,19.42
11.35,25.03,28.1,19.28
11.51,25.03,28.1,19.28
11.98,25.43,28.85,19.67
11.59,25.23,28.04,19.77
11.89,25.96,28.04,19.77
11.93,25.68,28.85,19.55
11.75,25.09,28.85,19.55
11.8,25.53,28.43,19.59
11.53,25.45,28.32,19.59
11.7,25.45,28.32,19.59
11.89,25.43,28.43,19.59
11.6,25.09,28.85,19.55
11.71,25.96,28.04,19.77
12.13,25.68,28.85,19.55
11.47,25.43,28.85,19.67
12.24,25.23,28.04,19.77
11.64,25.03,28.1,19.28
11.95,25.03,28.1,19.28
11.57,25.26,28.29,19.42
12.14,25.61,28.73,18.93
11.87,25.62,28.73,19.27
11.85,25.6,28.22,19.41
11.7,25.99,28.22,19.13
12.01,25.59,28.31,18.93
11.71,26.03,28.0,19.81
12.16,25.5,28.22,19.13
11.38,25.41,28.37,19.69
11.81,25.5,28.38,19.74
11.93,25.59,28.37,19.61
11.68,25.54,28.16,19.8
12.27,25.23,28.38,19.74
11.71,25.44,28.38,19.74
11.72,25.23,28.18,19.61
11.57,25.88,28.16,19.8
11.56,25.57,28.76,19.55
11.6,25.45,28.76,19.5
11.87,25.44,28.14,19.5
11.88,25.22,28.26,19.62
12.22,25.79,28.14,19.95
11.91,25.89,28.57,19.95
11.49,25.64,28.26,18.87
11.67,25.37,28.14,19.95
11.45,25.22,28.26,19.62
11.71,25.64,28.26,18.87
11.69,25.59,28.14,19.95
11.6,25.51,28.26,18.87
12.25,25.86,28.76,19.5
11.81,25.24,28.76,19.5
11.49,25.79,28.38,19.74
11.74,25.54,28.16,19.8
12.08,25.88,28.16,19.8
11.37,25.94,28.1,19.28
11.72,25.22,28.38,19.74
11.51,26.13,28.0,19.81
11.78,25.19,28.37,19.69
11.82,25.41,28.37,19.61
11.95,25.59,28.31,18.93
11.96,26.03,28.0,19.81
11.31,25.6,28.22,19.41
11.8,25.95,28.22,19.41
11.74,25.78,28.31,18.93
11.71,25.79,28.73,19.27
11.7,25.65,28.31,18.93
12.01,25.03,28.1,19.28
11.86,25.03,28.1,19.28
11.63,25.68,28.85,19.55
12.07,25.96,28.04,19.77
11.67,25.23,28.04,19.77
11.68,25.43,28.85,19.67
11.56,25.46,28.32,19.59
11.92,25.43,28.32,19.59
11.52,25.53,28.43,19.59
11.43,25.53,28.43,19.59
11.67,25.43,28.32,19.59
11.66,25.46,28.32,19.59
11.8,25.6,28.04,19.77
12.24,25.43,28.85,19.67
12.0,25.68,28.85,19.55
11.57,25.24,28.04,19.77
11.94,25.03,28.1,19.28
11.84,25.03,28.1,19.28
11.76,25.65,28.31,18.93
11.98,25.79,28.73,19.27
11.67,25.78,28.31,18.93
12.02,25.95,28.22,19.41
11.48,25.6,28.22,19.41
11.66,25.25,28.0,19.81
11.62,25.01,28.31,18.93
11.34,25.41,28.37,19.61
12.13,25.19,28.37,19.69
11.81,25.49,28.0,19.81
12.21,25.68,28.1,19.41
11.61,25.88,28.16,19.8
11.78,25.22,28.38,19.74
11.35,25.23,28.38,19.74
12.11,25.54,28.16,19.8
12.22,25.45,28.76,19.5
11.92,25.57,28.76,19.5
11.96,25.51,28.26,18.87
11.51,25.64,28.26,18.87
11.57,25.59,28.14,19.95
11.9,25.37,28.14,19.95
11.69,25.22,28.26,18.87
11.84,25.47,28.43,18.87
12.3,25.52,28.26,19.62
11.55,25.79,28.14,19.95
11.9,25.59,28.14,19.95
11.97,25.3,28.26,18.87
11.65,25.86,28.76,19.5
11.97,25.45,28.76,19.5
11.61,25.6,28.37,19.69
12.04,25.54,28.07,19.44
11.8,26.03,28.0,19.81
11.51,25.59,28.18,19.61
11.82,25.69,28.16,19.8
11.7,25.6,28.1,19.41
11.95,25.79,28.38,19.74
12.02,25.44,28.38,19.74
12.01,25.88,28.16,19.8
12.02,25.53,28.22,19.41
11.58,25.99,28.22,19.13
11.85,25.59,28.31,18.93
11.69,25.25,28.0,19.81
11.69,25.78,28.31,18.93
11.64,25.61,28.73,18.93
11.97,25.64,28.73,19.27
11.91,25.94,28.1,19.28
11.28,25.51,28.29,19.28
11.98,25.78,28.32,19.77
11.34,25.73,28.04,19.76
11.57,25.64,28.85,19.67
11.49,25.68,28.85,19.67
11.66,26.12,28.04,19.77
12.44,25.45,28.32,19.59
11.64,25.85,28.43,19.59
11.49,25.85,28.43,19.59
11.93,25.45,28.32,19.59
11.52,25.68,28.85,19.67
12.48,26.12,28.04,19.77
12.18,25.73,28.04,19.76
12.09,25.64,28.85,19.67
11.63,25.78,28.32,19.77
11.73,25.51,28.1,19.28
11.85,25.94,28.1,19.28
12.36,25.79,28.73,19.27
11.91,25.61,28.73,19.27
11.95,25.78,28.31,18.93
11.69,25.25,28.0,19.81
11.7,25.45,28.31,19.81
11.7,25.99,28.22,19.13
11.61,25.53,28.22,19.41
11.46,25.44,28.38,19.74
11.93,24.93,28.16,19.8
12.19,25.7,28.1,19.41
11.95,25.69,28.16,19.8
11.54,25.39,28.38,19.74
11.85,25.59,28.18,19.61
11.81,26.03,28.0,19.81
11.33,25.6,28.37,19.69
11.33,25.45,28.76,19.5
11.88,25.86,28.76,19.5
11.54,25.66,28.14,19.95
11.18,25.3,28.26,18.87
11.83,25.52,28.26,19.62
11.36,25.79,28.14,19.95
11.9,25.47,28.43,18.87
11.65,25.24,28.76,19.5
11.84,25.3,28.26,18.87
11.95,25.59,28.14,19.95
11.8,25.66,28.14,19.95
11.66,25.52,28.26,19.62
11.85,25.4,28.76,19.5
11.99,25.86,28.76,19.5
11.71,25.23,28.18,19.61
11.95,25.71,28.32,19.14
11.79,25.19,28.37,19.69
11.71,24.93,28.16,19.8
11.7,25.5,28.38,19.74
11.99,25.79,28.38,19.74
11.55,25.69,28.16,19.8
11.94,25.99,28.22,19.13
11.65,25.6,28.22,19.41
12.14,25.25,28.0,19.81
12.29,25.79,27.9,19.13
11.93,25.45,28.0,19.81
11.67,25.79,28.73,19.27
11.73,25.64,28.73,19.27
11.74,25.51,28.1,19.28
11.83,25.94,28.1,19.28
12.19,25.81,28.29,19.28
11.79,25.68,28.85,19.55
11.42,26.12,28.04,19.77
11.5,25.68,28.85,19.67
11.7,25.64,28.85,19.67
11.83,25.24,28.04,19.77
11.95,25.53,28.43,19.59
11.71,25.46,28.32,19.59
12.0,25.45,28.32,19.59
11.65,25.85,28.43,19.59
11.62,25.64,28.85,19.67
11.98,25.24,28.04,19.76
11.65,26.12,28.04,19.77
11.71,25.68,28.85,19.67
11.9,26.04,28.85,19.55
11.57,25.81,28.29,19.28
11.43,25.94,28.1,19.28
12.03,25.51,28.1,19.28
11.93,25.64,28.73,19.27
11.91,25.79,28.73,19.27
11.35,25.45,28.31,19.81
11.64,25.79,27.9,19.13
11.22,25.25,28.0,19.81
11.77,25.53,28.22,19.41
11.67,25.99,28.22,19.13
11.83,25.79,28.38,19.74
12.14,25.69,28.16,19.8
11.91,24.93,28.16,19.8
11.9,25.5,28.38,19.74
11.69,25.34,28.32,19.14
11.35,25.6,28.37,19.69
11.37,25.59,28.18,19.61
11.96,25.86,28.76,19.5
12.18,25.4,28.76,19.5
11.56,25.66,28.14,19.95
11.92,25.52,28.26,19.62
11.67,25.3,28.26,18.87
11.52,25.59,28.14,19.95
11.64,25.24,28.76,19.5
11.95,25.58,28.26,19.62
11.44,25.05,28.57,19.67
11.55,25.89,28.57,19.67
11.8,26.16,28.29,19.62
11.51,25.83,28.35,19.28
11.8,25.74,28.35,19.47
11.78,25.43,28.35,19.47
11.59,25.5,28.24,18.89
11.33,25.75,28.09,19.71
12.01,25.36,28.09,19.71
11.67,25.4,28.16,19.8
11.83,24.92,28.37,19.69
11.78,25.07,28.24,18.89
11.85,25.65,28.37,19.69
11.89,25.64,28.17,19.14
11.5,25.72,28.17,19.14
11.79,26.0,28.09,19.35
12.22,25.44,28.32,19.14
