bubble,insertion,merge,quick
227,32,44,65
227,32,44,65
169,27,71,62
285,32,44,55
169,27,71,65
208,27,71,65
285,32,44,55
273,30,58,57
273,30,57,57
336,30,57,55
349,38,62,66
374,38,62,62
349,38,62,62
296,22,46,57
243,22,46,57
329,28,58,57
329,28,58,57
150,29,63,56
150,29,63,56
279,28,58,57
150,22,53,66
228,29,63,71
150,22,53,74
150,22,53,74
430,29,57,71
271,27,69,62
271,27,69,62
145,27,69,88
166,27,65,63
145,27,69,88
304,27,69,88
166,27,65,63
304,27,69,88
166,27,65,63
166,27,65,63
145,27,69,88
145,27,69,88
271,27,69,62
271,27,69,62
150,22,53,74
430,29,57,71
228,29,63,71
150,22,53,74
150,22,53,74
279,28,58,57
150,29,63,56
150,29,63,56
329,28,58,57
329,28,58,57
243,22,46,57
296,22,46,57
349,38,62,62
374,38,62,62
349,38,62,66
336,30,57,55
273,30,57,57
273,30,58,57
208,27,71,65
285,32,44,55
215,22,66,74
285,32,44,55
169,27,71,65
169,27,71,62
227,32,44,65
227,32,44,65
227,32,44,65
227,32,44,65
227,32,44,65
285,32,44,55
208,27,71,65
169,27,71,65
285,32,44,55
215,22,66,53
273,30,57,57
273,30,58,57
296,22,63,56
374,38,62,62
374,38,62,62
243,22,46,57
374,22,62,62
296,22,46,57
329,28,58,57
329,28,58,57
150,29,63,56
150,29,63,56
228,29,63,71
273,30,58,57
430,29,57,71
150,22,53,74
150,22,53,74
228,29,63,71
271,27,69,62
271,27,69,62
274,27,65,63
274,27,65,63
145,27,69,88
145,27,69,88
166,27,65,63
145,27,69,88
166,27,65,63
274,27,65,63
145,27,69,88
274,27,65,63
271,27,69,62
271,27,69,62
150,22,53,74
228,29,63,71
430,29,57,71
273,30,58,57
150,22,53,74
228,29,63,71
150,29,63,56
150,29,63,56
329,28,58,57
329,28,58,57
296,22,46,57
374,22,62,62
243,22,46,57
374,38,62,62
374,38,62,62
296,22,63,56
273,30,58,57
273,30,57,57
169,27,71,65
215,22,66,53
285,32,44,55
285,32,44,55
208,27,71,65
227,32,44,65
227,32,44,65
227,32,44,65
274,32,65,65
227,32,44,65
208,27,71,65
285,32,44,55
285,32,44,55
215,22,66,53
169,27,71,65
227,32,44,55
273,30,57,57
273,30,58,57
243,22,46,57
296,22,46,57
374,38,62,62
