bubble,insertion,merge,quick
98.46,3.06,18.74,48.74
63.13,3.1,19.66,25.21
54.04,2.34,15.33,29.87
95.01,3.03,18.74,22.33
97.66,1.9,18.45,15.31
80.08,3.21,15.33,19.08
86.69,3.37,16.26,34.78
75.41,2.44,18.74,48.74
96.03,1.94,19.66,30.32
68.31,2.11,21.38,48.74
97.4,2.68,25.93,14.93
89.76,2.76,25.01,20.02
84.71,2.38,18.45,19.61
90.81,2.4,27.93,19.08
93.93,2.07,18.45,15.31
90.17,2.92,25.01,20.02
54.83,2.57,25.93,14.31
67.5,2.8,22.08,14.93
76.12,2.07,39.28,20.48
87.03,2.66,19.99,30.32
91.87,2.23,22.08,11.24
87.71,2.46,22.08,14.93
95.42,2.15,39.28,20.48
82.31,2.33,27.51,18.5
60.86,2.4,30.4,23.38
87.36,2.46,24.25,21.66
61.06,2.25,21.03,25.26
92.54,2.37,32.8,24.14
96.11,2.41,24.25,21.66
81.8,2.04,22.69,25.26
27.61,2.5,27.51,18.5
98.89,3.15,38.56,23.38
75.61,2.69,23.88,19.14
98.18,2.47,17.36,14.49
34.87,3.06,28.82,24.27
66.28,3.0,15.4,21.66
73.23,2.79,28.82,24.27
85.1,2.39,24.07,17.05
91.52,2.33,27.51,18.5
96.58,2.16,23.88,19.14
87.55,2.1,16.53,25.64
49.41,2.18,26.15,41.98
79.18,2.01,26.15,41.98
95.38,3.57,20.63,20.52
91.07,2.84,22.69,26.12
58.84,2.07,32.8,14.47
91.67,2.04,32.8,24.14
80.15,3.14,20.63,17.55
58.88,2.27,25.12,22.39
98.9,2.58,39.6,21.65
97.71,2.49,34.91,16.63
96.03,2.85,22.11,27.06
91.23,2.96,22.62,14.47
98.96,2.13,22.11,27.06
89.92,2.71,39.6,21.65
76.81,2.96,34.91,39.53
61.14,2.73,43.18,16.35
52.71,3.28,36.57,39.53
99.88,2.62,25.86,32.86
91.12,2.54,22.62,32.38
93.22,2.89,36.31,20.87
91.6,2.59,22.62,32.38
93.52,2.43,27.48,32.86
92.88,3.44,43.18,16.35
80.81,2.54,12.36,20.31
91.37,2.49,12.36,20.31
89.92,1.79,42.39,13.89
81.49,2.77,12.36,20.31
83.96,2.31,22.11,21.65
72.43,3.05,43.18,25.96
96.93,2.37,30.15,25.96
98.86,2.37,42.39,17.05
98.41,2.42,12.58,25.53
87.45,2.92,57.96,14.84
88.39,2.33,31.61,18.35
63.34,2.48,30.4,19.64
49.53,2.41,44.93,14.81
72.24,4.37,31.61,18.53
94.9,2.38,23.45,12.49
52.66,2.43,12.58,25.53
98.82,2.48,22.69,14.84
91.96,2.77,18.32,20.2
50.02,1.92,19.93,20.28
98.7,2.43,23.45,12.49
83.1,2.77,19.93,20.28
91.26,2.44,18.32,20.2
96.76,2.51,57.96,25.69
70.3,3.4,19.99,30.32
