bubble,insertion,merge,quick
2,40,10,4
7,42,10,10
4,48,9,5
4,41,9,5
5,46,8,10
6,50,9,4
9,48,12,15
6,50,9,4
5,46,8,10
9,48,12,15
3,40,10,4
2,40,10,4
4,57,7,4
9,48,12,15
3,46,8,12
5,46,8,10
3,47,8,16
4,50,6,6
5,46,8,10
4,57,11,4
5,42,10,10
5,42,8,10
2,57,11,4
4,50,6,6
3,47,8,16
6,41,7,6
3,41,12,10
5,50,8,5
3,41,7,6
3,41,12,10
1,41,12,10
5,55,8,5
5,55,8,5
4,52,10,7
3,47,8,5
4,51,10,7
6,48,8,8
6,51,8,7
6,51,8,7
4,52,10,7
3,47,8,5
6,48,8,8
4,45,5,17
7,46,5,14
7,46,5,11
4,45,5,7
6,47,7,5
6,48,8,8
5,52,5,11
4,55,3,5
4,47,10,9
7,46,5,11
4,55,3,5
5,52,5,11
5,45,9,17
3,47,6,9
4,47,10,9
5,45,9,11
5,52,5,15
6,44,9,12
5,55,3,13
4,52,5,12
5,55,3,13
6,48,6,7
6,44,7,12
7,48,6,7
4,44,7,10
3,50,9,11
4,52,5,12
5,51,8,11
5,51,8,11
4,52,5,12
3,50,9,11
7,48,6,7
7,51,7,7
2,40,5,10
2,40,5,10
7,51,7,7
2,48,5,10
4,57,7,10
4,39,7,10
3,51,10,5
5,47,13,12
4,39,7,10
5,41,8,12
3,41,8,6
3,51,10,5
5,47,13,12
5,41,9,9
6,39,9,9
7,40,10,11
6,40,10,11
6,39,9,9
7,51,7,5
6,41,9,9
5,47,13,12
6,39,9,9
7,40,10,11
5,47,13,12
6,41,9,9
7,51,7,5
5,41,9,9
5,47,13,12
7,40,10,11
4,39,9,9
3,41,8,6
3,51,10,5
5,47,13,12
3,51,10,5
5,48,8,12
4,39,7,10
4,39,7,10
4,57,7,10
2,48,5,10
2,40,5,10
7,51,7,7
7,51,7,7
2,40,5,10
4,52,5,12
5,51,8,11
7,48,6,7
3,50,9,11
3,50,9,11
4,44,7,10
7,48,6,7
5,51,8,11
4,52,5,12
5,55,3,13
4,52,5,12
6,44,7,12
6,48,6,7
6,44,9,12
5,55,3,13
4,47,10,9
5,52,5,15
5,45,9,11
5,45,9,17
4,47,6,9
4,55,3,5
5,52,5,11
5,52,5,11
7,46,5,11
4,47,10,9
4,55,3,5
7,46,5,11
6,48,8,8
6,47,7,5
5,45,5,7
4,45,5,17
6,48,8,8
7,46,5,14
6,51,8,14
3,47,7,5
4,52,10,7
6,50,8,8
4,51,10,7
3,47,8,5
6,51,8,7
5,55,8,5
4,52,10,7
1,41,12,10
5,55,8,5
5,50,8,5
3,41,12,10
3,41,7,6
3,41,12,10
6,41,7,6
2,57,11,4
5,42,8,10
3,47,8,16
4,50,6,6
5,46,8,10
9,51,5,11
4,50,6,6
3,47,8,16
5,42,10,10
4,57,11,4
9,48,12,15
4,57,7,4
2,40,10,4
5,46,8,10
3,46,8,12
5,46,8,10
3,40,10,4
9,48,12,15
9,48,12,15
6,50,9,4
6,50,9,4
5,46,8,10
4,48,9,5
4,48,12,5
7,42,10,10
2,40,10,4
4,48,9,5
5,46,8,10
5,40,10,4
4,48,12,5
6,50,9,4
6,50,9,4
5,46,8,10
2,40,10,4
9,48,12,15
9,48,12,15
5,42,8,10
3,40,10,4
6,50,9,4
5,46,8,10
4,50,6,6
3,47,8,16
5,42,8,10
2,40,10,4
2,55,11,4
2,57,11,4
5,42,10,10
3,47,8,16
4,50,6,6
9,51,5,5
6,41,7,6
3,41,12,10
7,48,6,8
6,41,7,6
3,41,12,10
5,55,8,5
5,55,8,5
4,45,5,17
4,52,10,7
6,47,7,5
6,51,8,7
6,46,5,14
6,51,8,7
3,47,8,5
4,51,10,7
4,45,5,7
4,51,10,5
6,48,8,8
