bubble,insertion,merge,quick
6.17,18.79,16.93,10.88
6.02,18.77,17.37,10.92
6.21,18.94,17.24,10.92
5.83,18.78,16.93,10.88
6.22,19.24,16.93,10.51
6.14,18.94,16.99,10.69
6.09,18.69,17.18,10.66
5.72,18.58,17.18,10.66
5.9,18.75,17.26,10.69
6.03,19.61,17.33,10.7
5.94,19.07,17.26,10.55
6.15,18.69,17.33,10.7
5.82,18.65,17.34,10.81
6.18,18.48,17.79,10.97
6.15,18.65,16.97,10.82
5.96,18.83,17.79,10.71
6.35,18.39,16.95,10.71
5.8,18.64,16.95,10.71
6.24,19.05,17.57,10.77
5.91,18.82,16.95,10.77
6.46,18.68,17.57,11.13
6.07,19.0,17.05,10.85
5.99,18.42,17.05,10.85
5.65,18.77,16.97,10.28
6.1,18.69,16.99,10.72
6.01,18.45,17.11,11.08
6.0,18.82,16.97,10.28
5.72,18.37,17.23,10.56
6.02,18.45,16.99,10.72
6.03,18.45,16.99,10.72
6.27,18.38,17.23,10.56
6.16,18.45,17.11,11.08
6.18,18.49,16.97,10.28
6.31,18.77,17.23,10.28
6.31,18.69,16.99,10.72
6.05,18.42,17.05,10.85
6.15,19.0,17.05,10.85
5.79,18.68,17.57,11.13
6.24,18.82,16.95,10.77
5.83,19.05,17.57,10.77
5.92,18.64,16.95,10.71
6.15,18.39,16.95,10.71
6.17,18.83,17.79,10.71
5.75,18.67,17.79,10.97
6.02,18.65,16.97,10.82
5.87,18.65,17.34,10.81
5.89,18.69,17.33,10.7
5.85,19.07,17.26,10.55
5.93,19.21,17.33,10.7
6.21,18.84,17.18,10.66
6.04,18.75,17.26,10.69
6.24,18.94,16.99,10.69
5.79,18.69,17.18,10.66
5.95,19.24,16.93,10.51
6.24,18.94,17.24,10.92
6.25,18.78,16.93,10.88
6.0,18.79,16.93,10.88
6.14,18.77,17.37,10.92
5.92,18.58,16.93,10.88
6.48,18.94,17.37,10.92
6.0,18.77,17.37,10.92
5.89,18.79,16.93,10.88
6.03,19.02,17.24,11.17
6.34,18.8,17.37,10.92
6.02,18.75,17.26,10.69
6.24,18.58,17.18,10.66
5.9,18.69,17.18,10.66
5.96,18.94,16.99,10.69
5.73,18.3,17.33,10.7
5.93,19.61,17.33,10.7
6.52,19.0,17.28,10.66
5.81,19.21,17.33,10.7
6.25,18.89,17.79,10.97
5.81,18.48,17.79,10.97
