bubble,insertion,merge,quick
71.6,7.7,18.0,40.8
78.8,8.9,40.9,20.5
43.7,5.1,38.0,40.8
43.7,7.6,38.0,40.8
82.2,5.8,24.4,22.9
57.7,6.4,20.5,42.3
34.8,5.1,28.4,31.5
57.7,6.4,20.5,42.3
62.5,5.8,24.4,22.9
34.8,5.1,28.4,31.5
93.3,7.7,18.0,40.8
71.6,7.7,18.0,40.8
97.4,7.0,35.1,42.2
34.8,5.1,28.4,31.5
84.9,7.3,18.1,14.3
62.5,5.8,24.4,22.9
65.9,9.7,18.1,14.2
62.0,6.4,25.4,35.8
82.2,5.8,24.4,22.9
97.4,7.0,20.6,42.2
50.1,8.9,40.9,20.5
50.1,8.9,55.8,20.5
77.0,7.0,20.6,42.2
62.0,6.4,25.4,35.8
65.9,9.7,18.1,14.2
84.6,7.8,32.2,30.3
85.8,8.9,17.9,24.6
62.6,7.1,28.5,39.2
68.6,7.8,32.2,30.3
85.8,8.9,17.9,24.6
94.6,8.9,17.9,24.6
62.6,5.9,28.5,39.2
62.6,5.9,28.5,39.2
66.9,6.8,22.0,26.1
92.5,8.0,28.1,42.3
53.0,8.1,22.0,26.1
77.3,6.9,36.2,37.0
73.0,10.9,24.2,33.2
73.0,10.9,24.2,33.2
66.9,6.8,22.0,26.1
92.5,8.0,28.1,42.3
77.3,6.9,36.2,37.0
55.3,7.7,51.2,22.0
57.3,9.7,52.5,16.1
57.3,9.7,52.5,20.0
55.3,7.7,51.2,23.9
84.6,8.0,32.2,42.3
77.3,6.9,36.2,37.0
61.9,8.0,42.2,17.6
67.7,5.9,53.2,39.2
40.4,6.3,25.5,21.1
57.3,9.7,52.5,20.0
67.7,5.9,53.2,39.2
61.9,8.0,42.2,17.6
75.0,7.7,35.1,22.0
70.4,6.3,29.4,21.1
40.4,6.3,25.5,21.1
75.0,7.7,35.1,24.3
61.9,8.0,42.2,19.0
41.2,6.6,29.6,24.5
64.6,5.9,53.2,19.8
78.3,6.8,43.2,20.1
64.6,5.9,53.2,19.8
37.3,6.9,34.7,37.1
41.2,6.6,41.7,24.5
39.8,6.9,34.7,37.1
70.9,6.6,41.7,22.9
98.5,7.5,35.1,24.3
78.3,6.8,43.2,20.1
66.4,6.7,28.4,20.0
66.4,6.7,28.4,20.0
78.3,6.8,43.2,20.1
98.5,7.5,35.1,24.3
39.8,6.9,34.7,37.1
48.8,10.9,24.0,33.2
72.3,6.9,58.8,31.4
72.3,6.9,58.8,31.4
48.8,10.9,24.0,33.2
72.3,5.1,58.8,31.4
97.4,7.0,35.1,16.3
65.4,8.6,35.1,16.3
44.8,5.2,27.2,38.9
46.7,9.7,22.8,40.9
65.4,8.6,35.1,16.3
42.4,7.8,29.0,29.8
68.6,7.8,29.0,30.3
44.8,5.2,27.2,38.9
46.7,9.7,22.8,40.9
46.4,7.3,20.5,22.3
54.3,8.6,22.0,22.4
78.8,8.3,40.9,21.4
44.7,8.3,40.9,21.4
54.3,8.6,22.0,22.4
48.8,5.2,24.0,38.9
64.5,7.3,20.5,22.3
46.7,9.7,22.8,40.9
54.3,8.6,22.0,22.4
78.8,8.3,40.9,21.4
46.7,9.7,22.8,40.9
64.5,7.3,20.5,22.3
48.8,5.2,24.0,38.9
46.4,7.3,20.5,30.8
46.7,9.7,22.8,40.9
78.8,8.3,40.9,21.4
65.4,8.6,22.0,22.4
68.6,7.8,29.0,30.3
44.8,5.2,27.2,38.9
46.7,9.7,22.8,40.9
44.8,5.2,27.2,38.9
42.4,6.0,29.0,29.8
65.4,8.6,35.1,16.3
65.4,8.6,35.1,16.3
97.4,7.0,35.1,16.3
72.3,5.1,58.8,31.4
72.3,6.9,58.8,31.4
48.8,10.9,24.0,33.2
48.8,10.9,24.0,33.2
72.3,6.9,58.8,31.4
78.3,6.8,43.2,20.1
66.4,6.7,28.4,20.0
39.8,6.9,34.7,37.1
98.5,7.5,35.1,24.3
98.5,7.5,35.1,24.3
70.9,6.6,41.7,22.9
39.8,6.9,34.7,37.1
66.4,6.7,28.4,20.0
78.3,6.8,43.2,20.1
64.6,5.9,53.2,19.8
78.3,6.8,43.2,20.1
41.2,6.6,41.7,24.5
37.3,6.9,34.7,37.1
41.2,6.6,29.6,24.5
64.6,5.9,53.2,19.8
40.4,6.3,25.5,21.1
61.9,8.0,42.2,19.0
75.0,7.7,35.1,24.3
75.0,7.7,35.1,22.0
40.4,6.3,29.4,21.1
67.7,5.9,53.2,39.2
61.9,8.0,42.2,17.6
61.9,8.0,42.2,17.6
57.3,9.7,52.5,20.0
40.4,6.3,25.5,21.1
67.7,5.9,53.2,39.2
57.3,9.7,52.5,20.0
77.3,6.9,36.2,37.0
84.6,8.0,32.2,42.3
45.7,7.7,51.2,23.9
55.3,7.7,51.2,22.0
77.3,6.9,36.2,37.0
57.3,9.7,52.5,16.1
73.0,10.9,24.2,28.0
92.5,8.0,32.2,42.3
66.9,6.8,22.0,26.1
77.3,5.1,36.2,37.0
53.0,8.1,22.0,26.1
92.5,8.0,28.1,42.3
73.0,10.9,24.2,33.2
62.6,5.9,28.5,39.2
66.9,6.8,22.0,26.1
94.6,8.9,17.9,24.6
62.6,5.9,28.5,39.2
62.6,7.1,28.5,39.2
85.8,8.9,17.9,24.6
68.6,7.8,32.2,30.3
85.8,8.9,17.9,24.6
84.6,7.8,32.2,30.3
77.0,7.0,20.6,42.2
50.1,8.9,55.8,20.5
65.9,9.7,18.1,14.2
62.0,6.4,25.4,35.8
62.5,5.8,24.4,22.9
32.6,8.1,25.6,22.1
62.0,6.4,25.4,35.8
65.9,9.7,18.1,14.2
50.1,8.9,40.9,20.5
97.4,7.0,20.6,42.2
34.8,5.1,28.4,31.5
97.4,7.0,35.1,42.2
71.6,7.7,18.0,40.8
62.5,5.8,24.4,22.9
84.9,7.3,18.1,14.3
62.5,5.8,24.4,22.9
93.3,7.7,18.0,40.8
34.8,5.1,28.4,31.5
34.8,5.1,28.4,31.5
57.7,6.4,20.5,42.3
57.7,6.4,20.5,42.3
82.2,5.8,24.4,22.9
43.7,5.1,38.0,40.8
43.7,5.1,28.4,40.8
78.8,8.9,40.9,20.5
71.6,7.7,18.0,40.8
43.7,5.1,38.0,40.8
82.2,5.8,24.4,22.9
82.2,7.7,18.0,40.8
43.7,5.1,28.4,40.8
57.7,6.4,20.5,42.3
57.7,6.4,20.5,42.3
62.5,5.8,24.4,22.9
71.6,7.7,18.0,40.8
34.8,5.1,28.4,31.5
34.8,5.1,28.4,31.5
50.1,8.9,55.8,20.5
93.3,7.7,18.0,40.8
57.7,6.4,20.5,42.3
62.5,5.8,24.4,22.9
62.0,6.4,25.4,35.8
65.9,9.7,18.1,14.2
50.1,8.9,55.8,20.5
71.6,7.7,18.0,40.8
77.0,7.0,20.6,42.2
77.0,7.0,20.6,42.2
50.1,8.9,40.9,20.5
65.9,9.7,18.1,14.2
62.0,6.4,25.4,35.8
32.6,8.1,25.6,30.7
84.6,7.8,32.2,30.3
85.8,8.9,17.9,24.6
39.8,6.9,34.7,37.0
84.6,7.8,32.2,30.3
85.8,8.9,17.9,24.6
62.6,5.9,28.5,39.2
62.6,5.9,28.5,39.2
55.3,7.7,51.2,22.0
66.9,6.8,22.0,26.1
84.6,8.0,32.2,42.3
73.0,10.9,24.2,33.2
61.9,9.7,52.5,16.1
73.0,10.9,24.2,33.2
92.5,8.0,28.1,42.3
53.0,8.1,22.0,26.1
55.3,7.7,51.2,23.9
53.0,8.1,22.0,30.7
77.3,6.9,36.2,37.0
57.3,9.7,52.5,20.0
73.0,10.9,24.2,33.2
57.3,9.7,52.5,16.1
77.3,6.9,34.7,37.0
55.3,7.7,51.2,22.0
61.9,8.0,42.2,17.6
67.7,5.9,53.2,39.2
67.7,5.9,53.2,39.2
61.9,8.0,42.2,17.6
75.0,7.7,35.1,24.3
40.4,6.3,25.5,21.1
70.4,6.3,29.4,21.1
75.0,7.7,35.1,22.0
41.2,6.6,41.7,24.5
64.6,5.9,53.2,19.8
66.4,6.7,28.4,63.7
70.4,5.4,29.4,19.1
64.6,5.9,53.2,19.8
41.2,6.6,29.6,24.5
98.5,7.7,35.1,24.3
85.8,8.0,17.9,17.6
98.5,7.5,35.1,24.3
39.8,6.9,34.7,37.1
66.4,6.7,28.4,20.0
78.3,6.8,43.2,20.1
67.7,5.9,53.2,19.8
78.3,6.8,43.2,20.1
66.4,6.7,28.4,63.7
39.8,6.9,34.7,37.1
98.5,7.5,35.1,24.3
48.8,5.2,24.0,33.2
72.3,6.9,58.8,31.4
72.3,6.9,58.8,31.4
65.9,9.7,18.1,14.2
48.8,10.9,24.0,33.2
65.4,8.6,35.1,16.3
97.4,7.0,35.1,16.3
44.8,5.2,27.2,38.9
64.5,7.3,20.5,22.3
68.6,7.8,29.0,30.3
44.7,8.3,40.9,21.4
42.4,7.8,29.0,29.8
44.8,5.2,27.2,38.9
64.5,7.3,20.5,22.3
46.7,9.7,22.8,40.9
78.8,8.3,40.9,21.4
54.3,8.6,22.0,22.4
65.4,8.6,35.1,22.4
68.6,7.8,32.2,30.3
78.8,8.3,40.9,21.4
46.7,9.7,22.8,40.9
64.5,7.3,20.5,22.3
78.8,8.3,40.9,21.4
68.6,7.8,32.2,30.3
65.4,8.6,22.0,22.4
64.5,7.3,20.5,22.3
46.7,9.7,22.8,40.9
46.7,9.7,22.8,40.9
64.5,7.3,20.5,22.3
54.3,8.6,22.0,22.4
78.8,8.3,40.9,21.4
42.4,7.8,29.0,29.8
44.8,5.2,27.2,38.9
64.5,7.3,20.5,22.3
44.8,5.2,27.2,38.9
44.7,8.3,40.9,21.4
68.6,7.8,29.0,30.3
97.4,7.0,35.1,16.3
65.4,8.6,35.1,16.3
72.3,6.9,58.8,31.4
48.8,10.9,24.0,33.2
65.9,9.7,18.1,14.2
48.8,5.2,24.0,33.2
72.3,6.9,58.8,31.4
66.4,6.7,28.4,20.0
78.3,6.8,43.2,20.1
98.5,7.5,35.1,24.3
39.8,6.9,34.7,37.1
39.8,6.9,34.7,37.1
98.5,7.5,48.1,24.3
85.8,8.0,17.9,17.6
67.7,5.9,53.2,19.8
78.3,6.8,43.2,20.1
66.4,6.7,28.4,20.0
64.6,5.9,53.2,19.8
70.4,5.4,29.4,19.1
66.4,6.7,28.4,63.7
98.5,7.5,35.1,24.3
41.2,6.6,29.6,24.5
41.2,6.6,41.7,24.5
64.6,5.9,53.2,19.8
70.4,6.3,29.4,21.1
75.0,7.7,35.1,22.0
75.0,7.7,35.1,24.3
40.4,6.3,25.5,21.1
67.7,5.9,53.2,39.2
61.9,8.0,42.2,17.6
61.9,8.0,42.2,17.6
67.7,5.9,53.2,39.2
57.3,9.7,52.5,16.1
73.0,10.9,24.0,33.2
55.3,7.7,51.2,22.0
77.3,6.9,34.7,37.0
77.3,6.9,36.2,37.0
53.0,8.1,22.0,30.7
55.3,7.7,51.2,23.9
57.3,9.7,52.5,20.0
73.0,10.9,24.2,33.2
53.0,8.1,22.0,26.1
92.5,8.0,28.1,42.3
92.5,8.0,32.2,42.3
66.9,6.8,22.0,26.1
55.3,7.7,51.2,22.0
61.9,9.7,52.5,16.1
73.0,10.9,24.2,33.2
62.6,5.9,28.5,39.2
62.6,5.9,28.5,39.2
85.8,8.9,17.9,24.6
84.6,7.8,32.2,30.3
39.8,6.9,34.7,37.0
85.8,8.9,17.9,24.6
68.6,7.8,32.2,30.3
50.1,8.9,40.9,20.5
97.4,7.0,20.6,42.2
32.6,8.1,25.6,22.1
62.0,6.4,25.4,35.8
65.9,9.7,18.1,14.2
65.9,9.7,18.1,14.2
62.0,6.4,25.4,35.8
77.0,7.0,20.6,42.2
71.6,7.7,18.0,40.8
50.1,8.9,55.8,20.5
93.3,7.7,18.0,40.8
50.1,8.9,55.8,20.5
34.8,5.1,28.4,31.5
62.5,5.8,24.4,22.9
57.7,6.4,20.5,42.3
62.5,5.8,24.4,22.9
34.8,5.1,28.4,31.5
71.6,7.7,18.0,40.8
57.7,6.4,20.5,42.3
57.7,6.4,20.5,42.3
43.7,5.1,28.4,40.8
82.2,7.7,18.0,40.8
82.2,5.8,24.4,22.9
43.7,5.1,38.0,40.8
57.7,7.3,20.5,42.3
57.7,6.4,20.5,42.3
43.7,7.6,38.0,40.8
82.2,5.8,24.4,22.9
82.2,7.7,18.0,22.9
43.7,5.1,28.4,40.8
50.1,8.9,55.8,20.5
77.0,7.0,20.6,42.2
62.0,6.4,25.4,35.8
65.9,9.7,18.1,14.2
84.9,7.3,18.1,14.2
62.0,6.4,25.4,35.8
32.6,8.1,25.6,30.7
71.6,7.7,18.0,40.8
77.0,7.0,20.6,42.2
50.1,8.9,40.9,20.5
71.6,7.7,18.0,40.8
34.8,5.1,28.4,31.5
50.1,8.9,55.8,20.5
62.0,6.4,25.4,42.3
62.5,5.8,24.4,16.9
62.5,5.8,24.4,22.9
34.8,5.1,28.4,31.5
93.3,7.7,18.0,40.8
62.6,5.9,28.5,39.2
62.6,5.9,28.5,39.2
85.8,8.9,17.9,24.6
84.6,7.8,32.2,30.3
39.8,6.9,34.7,37.1
85.8,8.9,17.9,17.6
84.6,7.8,32.2,30.3
57.3,9.7,52.5,20.0
73.0,10.9,24.0,33.2
55.3,7.7,51.2,23.9
77.3,6.9,36.2,37.0
77.3,6.9,36.2,37.0
55.3,7.7,51.2,22.0
53.0,8.1,22.0,26.1
57.3,9.7,52.5,16.1
73.0,10.9,24.2,28.0
53.0,6.8,22.0,26.1
92.5,8.0,28.1,42.3
55.3,7.7,51.2,22.0
92.5,8.0,28.1,42.3
53.0,8.1,22.0,26.1
61.9,9.7,52.5,16.1
73.0,10.9,24.2,33.2
40.4,6.3,25.5,21.1
75.0,7.7,35.1,22.0
75.0,7.7,35.1,22.0
40.4,6.3,29.4,21.1
67.7,5.9,53.2,39.2
61.9,8.0,42.2,17.6
61.9,8.0,42.2,17.6
67.7,5.9,28.5,39.2
66.4,6.7,28.4,20.0
78.3,6.8,43.2,20.1
98.5,7.5,35.1,24.3
39.8,6.9,34.7,37.1
39.8,6.9,34.7,37.1
61.9,8.0,42.2,17.6
98.5,7.5,35.1,24.3
78.3,6.8,43.2,20.1
67.7,5.9,53.2,19.8
66.4,6.7,28.4,63.7
70.4,5.4,29.4,19.1
64.6,5.9,53.2,19.8
72.2,6.7,28.4,63.7
41.2,6.6,41.7,24.5
75.0,7.7,35.1,24.3
41.2,6.6,41.7,24.5
64.6,5.9,53.2,19.8
65.4,8.6,35.1,16.3
97.4,7.0,35.1,16.3
72.3,6.9,58.8,31.4
48.8,5.2,24.0,38.9
65.9,9.7,22.8,14.2
48.8,10.9,24.0,33.2
72.3,6.9,58.8,31.4
78.8,8.3,40.9,21.4
54.3,8.6,22.0,22.4
68.6,7.8,29.0,30.3
64.5,7.3,20.5,22.3
46.7,9.7,22.8,40.9
46.7,9.7,22.8,40.9
46.4,7.3,20.5,30.8
54.3,8.6,22.0,22.4
78.8,8.3,40.9,21.4
68.6,7.8,29.0,30.3
44.8,5.2,27.2,38.9
44.8,5.2,27.2,38.9
64.5,7.3,20.5,22.3
44.7,8.3,19.8,21.4
68.6,7.8,29.0,30.3
64.5,7.3,20.5,22.3
44.8,5.2,27.2,38.9
68.6,7.8,29.0,30.3
44.7,8.3,19.8,21.4
68.6,7.8,29.0,30.3
44.8,5.2,27.2,38.9
46.4,7.3,20.5,30.8
46.7,9.7,22.8,40.9
78.8,8.3,40.9,21.4
54.3,8.6,22.0,22.4
68.6,7.8,29.0,30.3
54.3,8.6,22.0,22.4
78.8,8.3,40.9,21.4
46.7,9.7,22.8,40.9
64.5,7.3,20.5,22.3
48.8,10.9,24.0,33.2
72.3,6.9,58.8,31.4
72.3,6.9,58.8,31.4
65.9,9.7,22.8,14.2
48.8,5.2,24.0,38.9
97.4,7.0,35.1,16.3
65.4,8.6,35.1,16.3
41.2,6.6,41.7,24.5
64.6,5.9,53.2,19.8
72.2,6.7,28.4,63.7
64.6,5.9,53.2,19.8
70.4,5.4,29.4,19.1
75.0,7.7,35.1,24.3
41.2,6.6,41.7,24.5
98.5,7.5,35.1,24.3
85.8,8.0,42.2,17.6
39.8,6.9,34.7,37.1
66.4,6.7,28.4,63.7
67.7,5.9,53.2,19.8
66.3,6.8,43.2,20.1
78.3,6.8,43.2,20.1
66.4,6.7,28.4,20.0
39.8,6.9,34.7,37.1
98.5,7.5,35.1,24.3
61.9,8.0,42.2,17.6
67.7,5.9,28.5,39.2
67.7,5.9,53.2,19.8
61.9,8.0,42.2,17.6
75.0,7.7,35.1,22.0
40.4,6.3,29.4,21.1
40.4,6.3,25.5,21.1
75.0,7.7,35.1,22.0
53.0,6.8,22.0,26.1
92.5,8.0,28.1,42.3
55.3,7.7,51.2,22.0
73.0,10.9,24.2,33.2
61.9,9.7,52.5,16.1
73.0,10.9,24.2,28.0
92.5,8.0,28.1,42.3
66.9,6.8,22.0,26.1
53.0,8.1,22.0,26.1
55.3,7.7,51.2,22.0
77.3,6.9,36.2,37.0
57.3,9.7,52.5,16.1
73.0,10.9,24.0,33.2
57.3,9.7,52.5,20.0
77.3,6.9,36.2,37.0
55.3,7.7,51.2,23.9
84.6,7.8,32.2,30.3
85.8,8.9,17.9,17.6
39.8,6.9,34.7,37.1
84.6,7.8,32.2,30.3
85.8,8.9,17.9,24.6
62.6,5.9,28.5,39.2
62.6,5.9,28.5,39.2
62.5,5.8,24.4,22.9
71.6,7.7,18.0,40.8
34.8,5.1,28.4,31.5
50.1,8.9,55.8,20.5
34.8,5.1,28.4,31.5
71.6,7.7,18.0,40.8
62.5,5.8,24.4,16.9
62.0,6.4,25.4,42.3
32.6,8.1,25.6,30.7
62.0,6.4,25.4,35.8
84.9,7.3,18.1,14.2
50.1,8.9,40.9,20.5
77.0,7.0,20.6,42.2
71.6,7.7,18.0,40.8
77.0,7.0,20.6,42.2
50.1,8.9,55.8,20.5
65.9,9.7,18.1,14.2
62.0,6.4,25.4,35.8
43.7,5.1,28.4,31.5
82.2,7.7,18.0,22.9
82.2,5.8,24.4,22.9
43.7,7.6,38.0,40.8
57.7,6.4,20.5,42.3
57.7,6.4,20.5,42.3
34.8,5.1,28.4,31.5
57.7,6.4,20.5,42.3
57.7,6.4,20.5,42.3
82.2,7.7,18.0,22.9
43.7,5.1,28.4,40.8
78.8,8.3,40.9,21.4
43.7,7.6,38.0,40.8
82.2,5.8,24.4,22.9
77.0,7.0,20.6,42.2
50.1,8.9,40.9,20.5
84.9,9.7,18.1,14.2
62.0,6.4,25.4,35.8
32.6,8.1,25.6,30.7
62.0,6.4,25.4,35.8
82.2,5.8,24.4,22.9
65.9,9.7,18.1,14.2
50.1,8.9,55.8,20.5
77.0,7.0,20.6,42.2
34.8,5.1,28.4,31.5
71.6,7.7,18.0,40.8
97.4,7.0,20.6,42.2
62.5,5.8,24.4,22.9
84.9,7.3,18.1,14.2
62.5,5.8,24.4,16.9
71.6,7.7,18.0,40.8
34.8,5.1,28.4,31.5
62.6,5.9,28.5,39.2
66.9,6.8,22.0,20.1
94.6,8.9,17.9,24.6
62.6,5.9,28.5,39.2
77.7,7.1,28.5,30.4
85.8,8.0,17.9,17.6
84.6,7.8,32.2,30.3
85.8,8.9,17.9,24.6
84.6,7.8,32.2,30.3
57.3,9.7,52.5,16.1
77.3,6.9,36.2,37.0
55.3,7.7,51.2,22.0
84.6,7.8,32.2,42.3
55.3,7.7,51.2,23.9
77.3,6.9,36.2,37.0
57.3,9.7,52.5,20.0
73.0,10.9,24.2,33.2
92.5,8.0,28.1,42.3
53.0,6.8,22.0,26.1
77.3,6.9,36.2,37.0
66.9,6.8,22.0,26.1
92.5,8.0,28.1,42.3
73.0,10.9,24.2,28.0
40.4,6.3,29.4,21.1
75.0,7.7,35.1,22.0
97.4,8.0,42.2,19.0
75.0,7.7,35.1,24.3
40.4,6.3,25.5,21.1
67.7,5.9,28.5,39.2
61.9,8.0,42.2,17.6
61.9,8.0,42.2,17.6
57.3,9.7,52.5,20.0
67.7,5.9,53.2,19.8
40.4,6.3,25.5,21.1
78.3,6.8,43.2,20.1
66.4,6.7,28.4,63.7
39.8,6.9,34.7,37.1
98.5,7.5,35.1,24.3
41.2,6.6,41.7,22.9
98.5,7.5,35.1,24.3
39.8,6.9,34.7,37.1
66.4,6.7,28.4,20.0
78.3,6.8,43.2,20.1
78.3,6.8,43.2,20.1
64.6,5.9,53.2,19.8
41.2,6.6,41.7,24.5
37.3,7.4,34.7,21.8
41.2,6.6,41.7,24.5
64.6,5.9,53.2,19.8
97.4,7.0,35.1,16.3
65.4,7.0,35.1,16.3
72.3,5.1,28.4,31.5
72.3,6.9,58.8,31.4
48.8,10.9,24.0,33.2
48.8,5.2,24.0,38.9
72.3,6.9,58.8,31.4
54.3,8.6,22.0,22.4
78.8,8.3,40.9,21.4
46.7,9.7,22.8,40.9
48.8,5.2,24.0,38.9
46.4,7.3,22.3,30.8
64.5,7.3,20.5,22.3
46.7,9.7,22.8,40.9
78.8,8.3,40.9,21.4
54.3,8.6,22.0,22.4
68.6,7.8,29.0,29.8
44.8,5.2,27.2,38.9
46.7,9.7,22.8,40.9
44.8,5.2,27.2,38.9
65.4,8.6,35.1,16.3
68.6,7.8,29.0,30.3
44.8,5.2,27.2,38.9
46.7,9.7,22.8,40.9
68.6,7.8,29.0,30.3
65.4,8.6,35.1,16.3
68.6,7.8,29.0,30.3
44.8,5.2,27.2,38.9
46.7,9.7,22.8,40.9
64.5,7.3,20.5,22.3
54.3,8.6,22.0,22.4
78.8,8.3,40.9,21.4
78.8,8.3,40.9,21.4
54.3,8.6,22.0,22.4
46.4,7.3,22.3,30.8
48.8,5.2,24.0,38.9
46.7,9.7,22.8,40.9
48.8,5.2,24.0,33.2
72.3,6.9,58.8,31.4
72.3,6.9,58.8,31.4
48.8,10.9,24.0,33.2
72.3,5.1,28.4,31.5
65.4,7.0,35.1,16.3
97.4,7.0,35.1,16.3
41.2,6.6,41.7,24.5
64.6,5.9,53.2,19.8
64.6,5.9,53.2,19.8
78.3,6.8,43.2,20.1
37.3,7.4,25.1,21.8
41.2,6.6,41.7,24.5
39.8,6.9,34.7,37.1
98.5,7.5,35.1,24.3
41.2,6.6,41.7,22.9
78.3,6.8,43.2,20.1
66.4,6.7,28.4,20.0
66.4,6.7,28.4,63.7
78.3,6.8,43.2,20.1
98.5,7.5,35.1,24.3
39.8,6.9,34.7,37.1
61.9,8.0,42.2,17.6
40.4,6.3,25.5,21.1
67.7,5.9,53.2,19.8
57.3,9.7,52.5,20.0
67.7,5.9,28.5,39.2
61.9,8.0,42.2,17.6
75.0,7.7,35.1,22.0
40.4,6.3,25.5,21.1
40.4,6.3,29.4,21.1
61.9,8.0,42.2,19.0
75.0,7.7,35.1,22.0
92.5,8.0,28.1,42.3
66.9,6.8,22.0,26.1
77.3,6.9,36.2,37.0
73.0,10.9,24.2,28.0
73.0,10.9,24.2,33.2
53.0,6.8,22.0,26.1
92.5,8.0,28.1,42.3
77.3,6.9,36.2,37.0
55.3,7.7,51.2,23.9
57.3,9.7,52.5,20.0
57.3,9.7,52.5,16.1
84.6,7.8,32.2,42.3
55.3,7.7,51.2,22.0
77.3,6.9,36.2,37.0
84.6,7.8,32.2,30.3
85.8,8.9,17.9,24.6
77.7,7.1,28.5,30.4
84.6,7.8,32.2,30.3
85.8,8.0,17.9,17.6
94.6,8.9,17.9,24.6
62.6,5.9,28.5,39.2
62.6,5.9,28.5,39.2
66.9,6.8,22.0,20.1
62.5,5.8,24.4,16.9
34.8,5.1,28.4,31.5
71.6,7.7,18.0,40.8
97.4,7.0,20.6,42.2
71.6,7.7,18.0,40.8
34.8,5.1,28.4,31.5
84.9,7.3,18.1,14.3
62.5,5.8,24.4,22.9
65.9,9.7,18.1,14.2
82.2,5.8,24.4,22.9
62.0,6.4,25.4,35.8
77.0,7.0,20.6,42.2
50.1,8.9,55.8,20.5
50.1,8.9,40.9,20.5
77.0,7.0,20.6,42.2
32.6,8.1,25.6,30.7
62.0,6.4,25.4,35.8
84.9,9.7,18.1,14.2
82.2,5.8,24.4,22.9
43.7,7.6,38.0,40.8
78.8,8.3,40.9,21.4
43.7,5.1,28.4,40.8
82.2,7.7,18.0,22.9
57.7,6.4,20.5,42.3
34.8,5.1,28.4,31.5
