bubble,insertion,merge,quick
6,16,9,9
4,12,8,9
4,12,8,9
6,16,9,9
2,12,8,9
5,16,5,10
3,15,5,10
6,17,3,8
6,17,11,12
5,15,5,11
5,15,5,10
5,15,5,10
2,16,3,8
5,14,7,8
5,14,9,10
2,16,3,8
2,9,9,10
4,16,3,8
5,17,13,11
8,16,3,8
2,17,13,10
2,17,13,11
2,15,5,12
4,15,9,10
5,9,12,7
5,9,12,7
4,15,9,11
2,15,5,12
3,12,8,10
2,9,9,10
2,9,9,10
2,12,8,9
3,12,8,10
2,9,9,10
2,9,9,10
3,12,8,10
2,12,8,9
2,9,9,10
2,9,9,10
3,12,8,10
4,15,9,11
5,9,12,7
2,15,5,12
2,15,5,12
5,9,12,7
4,15,9,11
2,17,13,11
2,17,13,10
8,16,3,8
5,17,13,11
4,16,3,8
2,9,9,10
5,14,9,10
2,16,3,8
2,16,3,8
5,14,7,8
5,15,5,10
5,15,5,10
5,15,5,11
6,17,11,12
6,17,3,8
3,15,5,10
5,16,5,10
2,12,8,9
4,12,8,9
6,16,9,9
6,16,9,9
4,12,8,9
6,16,9,9
4,12,8,9
4,12,8,9
6,16,9,9
5,16,9,9
3,15,5,10
5,16,5,10
6,17,11,12
6,16,3,8
6,16,3,8
5,15,5,11
5,15,5,10
2,16,8,8
5,14,9,10
5,14,7,8
5,17,5,10
2,16,3,8
8,16,3,8
8,16,3,8
4,16,3,8
2,17,13,11
2,17,13,10
2,15,5,12
5,9,12,7
4,15,9,11
4,15,9,10
2,9,12,7
2,15,5,12
3,15,5,10
3,12,8,10
2,9,9,10
2,9,9,10
2,12,8,9
2,12,8,9
2,9,9,10
2,9,9,10
3,12,8,10
3,15,5,10
2,9,12,7
4,15,9,10
2,15,5,12
2,15,5,12
4,15,9,11
5,9,12,7
2,17,13,10
2,17,13,11
4,16,3,8
8,16,3,8
8,16,3,8
5,14,7,8
2,16,3,8
5,17,5,10
2,16,3,8
5,14,9,10
5,15,5,10
5,15,5,10
6,16,3,8
6,16,3,8
6,17,11,12
5,16,5,10
3,15,5,10
5,16,9,10
4,12,8,9
6,16,9,9
6,16,9,9
4,12,8,9
5,16,5,10
4,12,8,8
6,16,9,9
6,16,9,9
4,12,8,9
3,15,5,10
5,16,5,10
4,16,3,8
6,17,11,12
6,16,3,8
5,15,5,10
5,15,5,10
8,16,3,8
5,14,7,8
5,15,5,10
2,16,8,8
2,16,3,8
5,14,7,8
2,17,13,11
2,17,13,10
8,16,3,8
4,16,3,8
2,15,5,12
5,9,12,7
4,15,9,11
2,15,5,12
2,15,5,12
4,15,9,10
2,9,12,7
3,12,8,10
2,9,9,10
2,9,9,10
2,12,8,9
2,12,8,9
2,9,9,10
2,9,9,10
3,12,8,10
2,15,5,12
2,9,12,7
4,15,9,10
4,15,9,11
5,9,12,7
2,15,5,12
2,15,5,12
4,16,3,8
8,16,3,8
2,17,13,10
2,17,13,11
2,16,3,8
5,14,7,8
5,14,7,8
2,16,8,8
5,15,5,10
8,16,3,8
5,15,5,10
5,15,5,10
6,16,3,8
6,17,11,12
4,16,3,8
5,16,5,10
3,15,5,10
6,16,9,9
4,12,8,9
4,12,8,8
6,16,9,9
5,16,5,10
2,12,8,9
4,12,8,9
6,16,9,9
6,16,9,9
4,12,8,9
5,16,5,10
3,15,5,10
6,16,3,8
6,17,11,12
5,15,5,10
5,15,5,10
6,15,5,11
5,14,9,10
5,14,7,8
2,16,3,8
2,16,8,8
5,14,9,8
2,17,13,10
2,17,13,11
4,16,3,8
8,16,3,8
5,17,13,11
2,9,9,7
3,12,8,10
4,15,9,10
2,9,12,7
2,15,5,12
2,15,5,12
5,9,12,7
5,15,9,11
2,9,9,10
2,12,8,9
3,12,8,10
2,9,9,10
2,9,9,10
3,12,8,10
2,12,8,9
2,9,9,10
2,15,5,12
4,15,9,11
5,9,12,7
2,9,12,7
4,15,9,10
2,15,5,12
3,12,8,10
2,9,12,7
5,17,13,11
8,16,3,8
4,16,3,8
2,17,13,11
2,17,13,10
2,16,8,8
5,14,9,8
5,14,7,8
2,16,3,8
5,14,9,10
6,15,5,11
5,15,5,10
5,15,5,10
5,17,11,12
6,16,3,8
5,15,5,10
5,16,5,10
6,16,9,9
4,12,8,8
4,12,8,9
6,16,9,9
2,12,8,9
4,12,8,8
6,16,9,9
6,16,9,9
3,16,8,8
6,16,9,10
3,16,8,9
3,16,8,9
5,17,11,12
5,17,11,12
4,14,6,6
1,17,4,8
4,17,4,8
4,17,4,8
2,15,6,11
2,14,6,6
5,14,7,8
3,16,8,9
3,16,8,9
5,14,7,8
3,16,8,9
5,14,9,10
5,14,7,10
3,17,4,8
4,17,4,8
5,12,12,7
5,15,9,11
4,15,5,12
2,15,5,12
5,15,9,11
5,12,12,11
4,15,5,9
3,15,9,9
5,15,9,9
5,15,9,9
3,15,9,9
5,15,5,9
2,15,5,12
5,12,12,11
5,15,9,11
5,15,9,11
5,12,12,11
4,15,5,12
4,17,4,8
3,17,4,8
5,14,7,10
5,14,9,10
3,16,8,9
3,16,8,9
5,14,7,8
5,14,7,8
3,16,8,9
2,14,6,6
2,15,6,11
4,17,4,8
4,17,4,8
1,17,4,8
4,14,6,6
5,17,11,12
5,17,11,12
3,16,8,9
3,16,8,8
6,16,9,10
6,16,9,9
3,16,8,8
4,12,8,8
6,16,9,9
3,16,8,8
6,16,9,9
6,16,9,9
4,12,8,8
3,16,8,8
3,16,8,9
3,16,8,9
5,17,11,12
5,17,11,12
6,15,5,11
4,17,4,8
1,17,4,8
2,14,6,6
6,15,6,11
5,14,7,8
3,16,8,9
3,16,8,9
5,14,7,8
5,14,7,10
5,14,7,10
3,17,13,11
5,14,9,10
4,17,4,8
3,17,4,8
5,15,9,11
5,12,12,11
4,15,5,12
4,15,5,12
3,12,10,11
5,12,12,11
5,15,9,11
3,12,12,11
5,15,9,11
5,15,9,9
3,15,9,9
3,15,9,9
5,15,9,9
5,15,9,11
