algoritmo;probabilidade_erro;size_of_array;largest_sorted_subarray;k_unordered_sequence;percentual_k_unordered;percentual_maior_array
merge;0.0001;10000;1874;11;0.11;18.74
merge;0.0001;10000;1966;13;0.13;19.66
merge;0.0001;10000;1533;16;0.16;15.33
merge;0.0001;10000;1874;11;0.11;18.74
merge;0.0001;10000;1845;14;0.14;18.45
merge;0.0001;10000;1533;16;0.16;15.33
merge;0.0001;10000;1626;14;0.14;16.26
merge;0.0001;10000;1874;11;0.11;18.74
merge;0.0001;10000;1966;13;0.13;19.66
merge;0.0001;10000;2138;13;0.13;21.38
merge;0.0001;10000;2593;7;0.07;25.93
merge;0.0001;10000;2501;12;0.12;25.01
merge;0.0001;10000;1845;14;0.14;18.45
merge;0.0001;10000;2793;8;0.08;27.93
merge;0.0001;10000;1845;14;0.14;18.45
merge;0.0001;10000;2501;12;0.12;25.01
merge;0.0001;10000;2593;7;0.07;25.93
merge;0.0001;10000;2208;9;0.09;22.08
merge;0.0001;10000;3928;8;0.08;39.28
merge;0.0001;10000;1999;10;0.1;19.99
merge;0.0001;10000;2208;9;0.09;22.08
merge;0.0001;10000;2208;9;0.09;22.08
merge;0.0001;10000;3928;8;0.08;39.28
merge;0.0001;10000;2751;16;0.16;27.51
merge;0.0001;10000;3040;6;0.06;30.4
merge;0.0001;10000;2425;9;0.09;24.25
merge;0.0001;10000;2103;12;0.12;21.03
merge;0.0001;10000;3280;15;0.15;32.8
merge;0.0001;10000;2425;9;0.09;24.25
merge;0.0001;10000;2269;10;0.1;22.69
merge;0.0001;10000;2751;16;0.16;27.51
merge;0.0001;10000;3856;7;0.07;38.56
merge;0.0001;10000;2388;9;0.09;23.88
merge;0.0001;10000;1736;13;0.13;17.36
merge;0.0001;10000;2882;14;0.14;28.82
merge;0.0001;10000;1540;14;0.14;15.4
merge;0.0001;10000;2882;14;0.14;28.82
merge;0.0001;10000;2407;13;0.13;24.07
merge;0.0001;10000;2751;16;0.16;27.51
merge;0.0001;10000;2388;9;0.09;23.88
merge;0.0001;10000;1653;16;0.16;16.53
merge;0.0001;10000;2615;10;0.1;26.15
merge;0.0001;10000;2615;10;0.1;26.15
merge;0.0001;10000;2063;17;0.17;20.63
merge;0.0001;10000;2269;10;0.1;22.69
merge;0.0001;10000;3280;15;0.15;32.8
merge;0.0001;10000;3280;15;0.15;32.8
merge;0.0001;10000;2063;17;0.17;20.63
merge;0.0001;10000;2512;15;0.15;25.12
merge;0.0001;10000;3960;5;0.05;39.6
merge;0.0001;10000;3491;12;0.12;34.91
