algoritmo;probabilidade_erro;size_of_array;largest_sorted_subarray;k_unordered_sequence;percentual_k_unordered;percentual_maior_array
bubble;0.02;10000;439;617;6.17;4.39
bubble;0.02;10000;290;602;6.02;2.9
bubble;0.02;10000;264;621;6.21;2.64
bubble;0.02;10000;478;583;5.83;4.78
bubble;0.02;10000;438;622;6.22;4.38
bubble;0.02;10000;338;614;6.14;3.38
bubble;0.02;10000;403;609;6.09;4.03
bubble;0.02;10000;289;572;5.72;2.89
bubble;0.02;10000;333;590;5.9;3.33
bubble;0.02;10000;302;603;6.03;3.02
bubble;0.02;10000;317;594;5.94;3.17
bubble;0.02;10000;232;615;6.15;2.32
bubble;0.02;10000;336;582;5.82;3.36
bubble;0.02;10000;575;618;6.18;5.75
bubble;0.02;10000;234;615;6.15;2.34
bubble;0.02;10000;282;596;5.96;2.82
bubble;0.02;10000;297;635;6.35;2.97
bubble;0.02;10000;315;580;5.8;3.15
bubble;0.02;10000;310;624;6.24;3.1
bubble;0.02;10000;371;591;5.91;3.71
bubble;0.02;10000;311;646;6.46;3.11
bubble;0.02;10000;437;607;6.07;4.37
bubble;0.02;10000;365;599;5.99;3.65
bubble;0.02;10000;305;565;5.65;3.05
bubble;0.02;10000;357;610;6.1;3.57
bubble;0.02;10000;384;601;6.01;3.84
bubble;0.02;10000;285;600;6.0;2.85
bubble;0.02;10000;278;572;5.72;2.78
bubble;0.02;10000;487;602;6.02;4.87
bubble;0.02;10000;233;603;6.03;2.33
bubble;0.02;10000;390;627;6.27;3.9
bubble;0.02;10000;336;616;6.16;3.36
bubble;0.02;10000;176;618;6.18;1.76
bubble;0.02;10000;390;631;6.31;3.9
bubble;0.02;10000;227;631;6.31;2.27
bubble;0.02;10000;477;605;6.05;4.77
bubble;0.02;10000;379;615;6.15;3.79
bubble;0.02;10000;316;579;5.79;3.16
bubble;0.02;10000;229;624;6.24;2.29
bubble;0.02;10000;359;583;5.83;3.59
bubble;0.02;10000;474;592;5.92;4.74
bubble;0.02;10000;549;615;6.15;5.49
bubble;0.02;10000;269;617;6.17;2.69
bubble;0.02;10000;479;575;5.75;4.79
bubble;0.02;10000;280;602;6.02;2.8
bubble;0.02;10000;298;587;5.87;2.98
bubble;0.02;10000;415;589;5.89;4.15
bubble;0.02;10000;395;585;5.85;3.95
bubble;0.02;10000;633;593;5.93;6.33
bubble;0.02;10000;366;621;6.21;3.66
bubble;0.02;10000;404;604;6.04;4.04
bubble;0.02;10000;390;624;6.24;3.9
bubble;0.02;10000;504;579;5.79;5.04
bubble;0.02;10000;366;595;5.95;3.66
bubble;0.02;10000;363;624;6.24;3.63
bubble;0.02;10000;347;625;6.25;3.47
bubble;0.02;10000;266;600;6.0;2.66
bubble;0.02;10000;650;614;6.14;6.5
bubble;0.02;10000;251;592;5.92;2.51
bubble;0.02;10000;250;648;6.48;2.5
bubble;0.02;10000;501;600;6.0;5.01
bubble;0.02;10000;335;589;5.89;3.35
bubble;0.02;10000;224;603;6.03;2.24
bubble;0.02;10000;259;634;6.34;2.59
bubble;0.02;10000;227;602;6.02;2.27
bubble;0.02;10000;290;624;6.24;2.9
bubble;0.02;10000;264;590;5.9;2.64
bubble;0.02;10000;218;596;5.96;2.18
bubble;0.02;10000;464;573;5.73;4.64
bubble;0.02;10000;336;593;5.93;3.36
bubble;0.02;10000;438;652;6.52;4.38
bubble;0.02;10000;269;581;5.81;2.69
bubble;0.02;10000;236;625;6.25;2.36
bubble;0.02;10000;418;581;5.81;4.18
bubble;0.02;10000;459;593;5.93;4.59
bubble;0.02;10000;349;602;6.02;3.49
bubble;0.02;10000;382;613;6.13;3.82
bubble;0.02;10000;306;611;6.11;3.06
bubble;0.02;10000;286;601;6.01;2.86
bubble;0.02;10000;396;600;6.0;3.96
bubble;0.02;10000;355;611;6.11;3.55
bubble;0.02;10000;290;562;5.62;2.9
bubble;0.02;10000;571;580;5.8;5.71
bubble;0.02;10000;467;600;6.0;4.67
bubble;0.02;10000;375;606;6.06;3.75
bubble;0.02;10000;262;613;6.13;2.62
bubble;0.02;10000;413;600;6.0;4.13
bubble;0.02;10000;338;607;6.07;3.38
bubble;0.02;10000;293;585;5.85;2.93
bubble;0.02;10000;460;602;6.02;4.6
bubble;0.02;10000;269;608;6.08;2.69
bubble;0.02;10000;416;636;6.36;4.16
bubble;0.02;10000;418;610;6.1;4.18
bubble;0.02;10000;378;619;6.19;3.78
bubble;0.02;10000;291;607;6.07;2.91
bubble;0.02;10000;428;578;5.78;4.28
bubble;0.02;10000;585;599;5.99;5.85
bubble;0.02;10000;242;629;6.29;2.42
bubble;0.02;10000;386;607;6.07;3.86
bubble;0.02;10000;322;630;6.3;3.22
bubble;0.02;10000;297;626;6.26;2.97
bubble;0.02;10000;295;601;6.01;2.95
bubble;0.02;10000;413;615;6.15;4.13
bubble;0.02;10000;344;577;5.77;3.44
bubble;0.02;10000;261;591;5.91;2.61
bubble;0.02;10000;385;584;5.84;3.85
bubble;0.02;10000;293;590;5.9;2.93
bubble;0.02;10000;256;586;5.86;2.56
bubble;0.02;10000;278;614;6.14;2.78
bubble;0.02;10000;327;608;6.08;3.27
bubble;0.02;10000;370;647;6.47;3.7
bubble;0.02;10000;351;612;6.12;3.51
bubble;0.02;10000;261;599;5.99;2.61
bubble;0.02;10000;450;616;6.16;4.5
bubble;0.02;10000;422;600;6.0;4.22
bubble;0.02;10000;329;601;6.01;3.29
bubble;0.02;10000;249;619;6.19;2.49
bubble;0.02;10000;199;618;6.18;1.99
bubble;0.02;10000;503;597;5.97;5.03
bubble;0.02;10000;298;594;5.94;2.98
bubble;0.02;10000;389;591;5.91;3.89
bubble;0.02;10000;323;585;5.85;3.23
bubble;0.02;10000;583;629;6.29;5.83
bubble;0.02;10000;535;611;6.11;5.35
bubble;0.02;10000;250;600;6.0;2.5
bubble;0.02;10000;298;571;5.71;2.98
bubble;0.02;10000;478;609;6.09;4.78
bubble;0.02;10000;347;616;6.16;3.47
bubble;0.02;10000;295;657;6.57;2.95
bubble;0.02;10000;252;621;6.21;2.52
bubble;0.02;10000;357;628;6.28;3.57
bubble;0.02;10000;318;600;6.0;3.18
bubble;0.02;10000;317;643;6.43;3.17
bubble;0.02;10000;488;611;6.11;4.88
bubble;0.02;10000;437;596;5.96;4.37
bubble;0.02;10000;415;585;5.85;4.15
bubble;0.02;10000;254;612;6.12;2.54
bubble;0.02;10000;318;614;6.14;3.18
bubble;0.02;10000;386;625;6.25;3.86
bubble;0.02;10000;262;593;5.93;2.62
bubble;0.02;10000;253;631;6.31;2.53
bubble;0.02;10000;353;590;5.9;3.53
bubble;0.02;10000;262;598;5.98;2.62
bubble;0.02;10000;327;595;5.95;3.27
bubble;0.02;10000;311;626;6.26;3.11
bubble;0.02;10000;403;606;6.06;4.03
bubble;0.02;10000;198;564;5.64;1.98
bubble;0.02;10000;240;645;6.45;2.4
bubble;0.02;10000;254;597;5.97;2.54
bubble;0.02;10000;319;617;6.17;3.19
bubble;0.02;10000;329;624;6.24;3.29
bubble;0.02;10000;253;597;5.97;2.53
bubble;0.02;10000;289;597;5.97;2.89
bubble;0.02;10000;349;598;5.98;3.49
bubble;0.02;10000;356;621;6.21;3.56
bubble;0.02;10000;287;592;5.92;2.87
bubble;0.02;10000;279;615;6.15;2.79
bubble;0.02;10000;340;631;6.31;3.4
bubble;0.02;10000;318;599;5.99;3.18
bubble;0.02;10000;368;601;6.01;3.68
bubble;0.02;10000;326;605;6.05;3.26
bubble;0.02;10000;308;588;5.88;3.08
bubble;0.02;10000;349;609;6.09;3.49
bubble;0.02;10000;373;607;6.07;3.73
bubble;0.02;10000;378;621;6.21;3.78
bubble;0.02;10000;252;587;5.87;2.52
bubble;0.02;10000;565;630;6.3;5.65
bubble;0.02;10000;293;598;5.98;2.93
bubble;0.02;10000;258;622;6.22;2.58
bubble;0.02;10000;378;578;5.78;3.78
bubble;0.02;10000;385;603;6.03;3.85
bubble;0.02;10000;524;603;6.03;5.24
bubble;0.02;10000;605;574;5.74;6.05
bubble;0.02;10000;922;604;6.04;9.22
bubble;0.02;10000;291;605;6.05;2.91
bubble;0.02;10000;286;595;5.95;2.86
bubble;0.02;10000;559;562;5.62;5.59
bubble;0.02;10000;269;595;5.95;2.69
