algoritmo;probabilidade_erro;size_of_array;largest_sorted_subarray;k_unordered_sequence;percentual_k_unordered;percentual_maior_array
insertion;0.02;10000;24;1879;18.79;0.24
insertion;0.02;10000;27;1877;18.77;0.27
insertion;0.02;10000;24;1894;18.94;0.24
insertion;0.02;10000;28;1878;18.78;0.28
insertion;0.02;10000;26;1924;19.24;0.26
insertion;0.02;10000;27;1894;18.94;0.27
insertion;0.02;10000;26;1869;18.69;0.26
insertion;0.02;10000;22;1858;18.58;0.22
insertion;0.02;10000;23;1875;18.75;0.23
insertion;0.02;10000;26;1961;19.61;0.26
insertion;0.02;10000;23;1907;19.07;0.23
insertion;0.02;10000;22;1869;18.69;0.22
insertion;0.02;10000;26;1865;18.65;0.26
insertion;0.02;10000;28;1848;18.48;0.28
insertion;0.02;10000;27;1865;18.65;0.27
insertion;0.02;10000;27;1883;18.83;0.27
insertion;0.02;10000;32;1839;18.39;0.32
insertion;0.02;10000;25;1864;18.64;0.25
insertion;0.02;10000;30;1905;19.05;0.3
insertion;0.02;10000;23;1882;18.82;0.23
insertion;0.02;10000;24;1868;18.68;0.24
insertion;0.02;10000;22;1900;19.0;0.22
insertion;0.02;10000;24;1842;18.42;0.24
insertion;0.02;10000;26;1877;18.77;0.26
insertion;0.02;10000;23;1869;18.69;0.23
insertion;0.02;10000;23;1845;18.45;0.23
insertion;0.02;10000;30;1882;18.82;0.3
insertion;0.02;10000;27;1837;18.37;0.27
insertion;0.02;10000;22;1845;18.45;0.22
insertion;0.02;10000;22;1845;18.45;0.22
insertion;0.02;10000;24;1838;18.38;0.24
insertion;0.02;10000;23;1845;18.45;0.23
insertion;0.02;10000;31;1849;18.49;0.31
insertion;0.02;10000;26;1877;18.77;0.26
insertion;0.02;10000;23;1869;18.69;0.23
insertion;0.02;10000;24;1842;18.42;0.24
insertion;0.02;10000;22;1900;19.0;0.22
insertion;0.02;10000;24;1868;18.68;0.24
insertion;0.02;10000;23;1882;18.82;0.23
insertion;0.02;10000;30;1905;19.05;0.3
insertion;0.02;10000;25;1864;18.64;0.25
insertion;0.02;10000;32;1839;18.39;0.32
insertion;0.02;10000;27;1883;18.83;0.27
insertion;0.02;10000;27;1867;18.67;0.27
insertion;0.02;10000;27;1865;18.65;0.27
insertion;0.02;10000;26;1865;18.65;0.26
insertion;0.02;10000;22;1869;18.69;0.22
insertion;0.02;10000;23;1907;19.07;0.23
insertion;0.02;10000;24;1921;19.21;0.24
insertion;0.02;10000;23;1884;18.84;0.23
insertion;0.02;10000;23;1875;18.75;0.23
insertion;0.02;10000;27;1894;18.94;0.27
insertion;0.02;10000;26;1869;18.69;0.26
insertion;0.02;10000;26;1924;19.24;0.26
insertion;0.02;10000;24;1894;18.94;0.24
insertion;0.02;10000;28;1878;18.78;0.28
insertion;0.02;10000;24;1879;18.79;0.24
insertion;0.02;10000;27;1877;18.77;0.27
insertion;0.02;10000;29;1858;18.58;0.29
insertion;0.02;10000;24;1894;18.94;0.24
insertion;0.02;10000;27;1877;18.77;0.27
insertion;0.02;10000;24;1879;18.79;0.24
insertion;0.02;10000;27;1902;19.02;0.27
insertion;0.02;10000;28;1880;18.8;0.28
insertion;0.02;10000;23;1875;18.75;0.23
insertion;0.02;10000;22;1858;18.58;0.22
insertion;0.02;10000;26;1869;18.69;0.26
insertion;0.02;10000;27;1894;18.94;0.27
insertion;0.02;10000;31;1830;18.3;0.31
insertion;0.02;10000;26;1961;19.61;0.26
insertion;0.02;10000;28;1900;19.0;0.28
insertion;0.02;10000;24;1921;19.21;0.24
insertion;0.02;10000;24;1889;18.89;0.24
insertion;0.02;10000;28;1848;18.48;0.28
insertion;0.02;10000;27;1867;18.67;0.27
insertion;0.02;10000;24;1856;18.56;0.24
insertion;0.02;10000;25;1916;19.16;0.25
insertion;0.02;10000;24;1910;19.1;0.24
insertion;0.02;10000;30;1905;19.05;0.3
insertion;0.02;10000;29;1879;18.79;0.29
insertion;0.02;10000;24;1842;18.42;0.24
insertion;0.02;10000;23;1903;19.03;0.23
insertion;0.02;10000;27;1865;18.65;0.27
insertion;0.02;10000;31;1849;18.49;0.31
insertion;0.02;10000;23;1845;18.45;0.23
insertion;0.02;10000;23;1869;18.69;0.23
insertion;0.02;10000;27;1860;18.6;0.27
insertion;0.02;10000;29;1861;18.61;0.29
insertion;0.02;10000;29;1861;18.61;0.29
insertion;0.02;10000;23;1873;18.73;0.23
insertion;0.02;10000;26;1877;18.77;0.26
insertion;0.02;10000;31;1849;18.49;0.31
insertion;0.02;10000;23;1900;19.0;0.23
insertion;0.02;10000;27;1865;18.65;0.27
insertion;0.02;10000;23;1903;19.03;0.23
insertion;0.02;10000;24;1842;18.42;0.24
insertion;0.02;10000;29;1879;18.79;0.29
insertion;0.02;10000;30;1905;19.05;0.3
insertion;0.02;10000;24;1910;19.1;0.24
insertion;0.02;10000;25;1916;19.16;0.25
insertion;0.02;10000;25;1864;18.64;0.25
insertion;0.02;10000;27;1867;18.67;0.27
insertion;0.02;10000;28;1848;18.48;0.28
insertion;0.02;10000;24;1921;19.21;0.24
insertion;0.02;10000;28;1900;19.0;0.28
insertion;0.02;10000;24;1921;19.21;0.24
insertion;0.02;10000;26;1961;19.61;0.26
insertion;0.02;10000;26;1869;18.69;0.26
insertion;0.02;10000;31;1830;18.3;0.31
insertion;0.02;10000;27;1894;18.94;0.27
insertion;0.02;10000;23;1875;18.75;0.23
insertion;0.02;10000;22;1858;18.58;0.22
insertion;0.02;10000;28;1880;18.8;0.28
insertion;0.02;10000;27;1902;19.02;0.27
insertion;0.02;10000;28;1880;18.8;0.28
insertion;0.02;10000;24;1879;18.79;0.24
insertion;0.02;10000;29;1858;18.58;0.29
insertion;0.02;10000;24;1894;18.94;0.24
insertion;0.02;10000;25;1881;18.81;0.25
insertion;0.02;10000;23;1903;19.03;0.23
insertion;0.02;10000;29;1858;18.58;0.29
insertion;0.02;10000;23;1878;18.78;0.23
insertion;0.02;10000;27;1877;18.77;0.27
insertion;0.02;10000;26;1890;18.9;0.26
insertion;0.02;10000;22;1846;18.46;0.22
insertion;0.02;10000;22;1869;18.69;0.22
insertion;0.02;10000;31;1830;18.3;0.31
insertion;0.02;10000;23;1884;18.84;0.23
insertion;0.02;10000;21;1851;18.51;0.21
insertion;0.02;10000;27;1834;18.34;0.27
insertion;0.02;10000;23;1888;18.88;0.23
insertion;0.02;10000;28;1900;19.0;0.28
insertion;0.02;10000;27;1883;18.83;0.27
insertion;0.02;10000;24;1921;19.21;0.24
insertion;0.02;10000;24;1849;18.49;0.24
insertion;0.02;10000;24;1868;18.68;0.24
insertion;0.02;10000;22;1903;19.03;0.22
insertion;0.02;10000;24;1856;18.56;0.24
insertion;0.02;10000;32;1839;18.39;0.32
insertion;0.02;10000;39;1883;18.83;0.39
insertion;0.02;10000;31;1864;18.64;0.31
insertion;0.02;10000;26;1870;18.7;0.26
insertion;0.02;10000;22;1900;19.0;0.22
insertion;0.02;10000;27;1847;18.47;0.27
insertion;0.02;10000;23;1900;19.0;0.23
insertion;0.02;10000;23;1845;18.45;0.23
insertion;0.02;10000;30;1882;18.82;0.3
insertion;0.02;10000;27;1860;18.6;0.27
insertion;0.02;10000;25;1931;19.31;0.25
insertion;0.02;10000;27;1860;18.6;0.27
insertion;0.02;10000;23;1873;18.73;0.23
insertion;0.02;10000;23;1845;18.45;0.23
insertion;0.02;10000;30;1882;18.82;0.3
insertion;0.02;10000;23;1900;19.0;0.23
insertion;0.02;10000;25;1913;19.13;0.25
insertion;0.02;10000;22;1900;19.0;0.22
insertion;0.02;10000;26;1870;18.7;0.26
insertion;0.02;10000;31;1864;18.64;0.31
insertion;0.02;10000;32;1839;18.39;0.32
insertion;0.02;10000;24;1870;18.7;0.24
insertion;0.02;10000;24;1856;18.56;0.24
insertion;0.02;10000;22;1903;19.03;0.22
insertion;0.02;10000;24;1868;18.68;0.24
insertion;0.02;10000;24;1849;18.49;0.24
insertion;0.02;10000;24;1921;19.21;0.24
insertion;0.02;10000;27;1883;18.83;0.27
insertion;0.02;10000;23;1888;18.88;0.23
insertion;0.02;10000;28;1900;19.0;0.28
insertion;0.02;10000;23;1884;18.84;0.23
insertion;0.02;10000;27;1834;18.34;0.27
insertion;0.02;10000;23;1875;18.75;0.23
insertion;0.02;10000;31;1830;18.3;0.31
insertion;0.02;10000;30;1922;19.22;0.3
insertion;0.02;10000;22;1869;18.69;0.22
insertion;0.02;10000;30;1843;18.43;0.3
insertion;0.02;10000;23;1878;18.78;0.23
insertion;0.02;10000;27;1877;18.77;0.27
insertion;0.02;10000;23;1903;19.03;0.23
insertion;0.02;10000;25;1934;19.34;0.25
insertion;0.02;10000;26;1834;18.34;0.26
insertion;0.02;10000;28;1842;18.42;0.28
insertion;0.02;10000;28;1831;18.31;0.28
insertion;0.02;10000;23;1878;18.78;0.23
insertion;0.02;10000;29;1858;18.58;0.29
insertion;0.02;10000;23;1903;19.03;0.23
insertion;0.02;10000;27;1808;18.08;0.27
insertion;0.02;10000;24;1921;19.21;0.24
insertion;0.02;10000;26;1938;19.38;0.26
insertion;0.02;10000;26;1869;18.69;0.26
insertion;0.02;10000;23;1888;18.88;0.23
insertion;0.02;10000;21;1851;18.51;0.21
insertion;0.02;10000;23;1884;18.84;0.23
insertion;0.02;10000;24;1921;19.21;0.24
insertion;0.02;10000;26;1881;18.81;0.26
insertion;0.02;10000;27;1842;18.42;0.27
insertion;0.02;10000;26;1827;18.27;0.26
insertion;0.02;10000;22;1903;19.03;0.22
insertion;0.02;10000;24;1868;18.68;0.24
insertion;0.02;10000;25;1864;18.64;0.25
insertion;0.02;10000;26;1865;18.65;0.26
insertion;0.02;10000;24;1856;18.56;0.24
insertion;0.02;10000;23;1848;18.48;0.23
insertion;0.02;10000;26;1870;18.7;0.26
insertion;0.02;10000;23;1877;18.77;0.23
insertion;0.02;10000;23;1873;18.73;0.23
insertion;0.02;10000;27;1860;18.6;0.27
insertion;0.02;10000;30;1882;18.82;0.3
insertion;0.02;10000;25;1931;19.31;0.25
insertion;0.02;10000;26;1851;18.51;0.26
insertion;0.02;10000;26;1851;18.51;0.26
insertion;0.02;10000;30;1882;18.82;0.3
insertion;0.02;10000;25;1931;19.31;0.25
insertion;0.02;10000;23;1873;18.73;0.23
insertion;0.02;10000;27;1860;18.6;0.27
insertion;0.02;10000;23;1877;18.77;0.23
insertion;0.02;10000;26;1870;18.7;0.26
insertion;0.02;10000;23;1848;18.48;0.23
insertion;0.02;10000;24;1856;18.56;0.24
insertion;0.02;10000;26;1865;18.65;0.26
insertion;0.02;10000;31;1902;19.02;0.31
insertion;0.02;10000;29;1879;18.79;0.29
insertion;0.02;10000;22;1903;19.03;0.22
insertion;0.02;10000;26;1862;18.62;0.26
insertion;0.02;10000;26;1881;18.81;0.26
insertion;0.02;10000;27;1842;18.42;0.27
insertion;0.02;10000;27;1867;18.67;0.27
insertion;0.02;10000;21;1851;18.51;0.21
insertion;0.02;10000;23;1884;18.84;0.23
insertion;0.02;10000;28;1900;19.0;0.28
insertion;0.02;10000;23;1888;18.88;0.23
insertion;0.02;10000;26;1938;19.38;0.26
insertion;0.02;10000;24;1921;19.21;0.24
insertion;0.02;10000;27;1808;18.08;0.27
insertion;0.02;10000;29;1858;18.58;0.29
insertion;0.02;10000;23;1903;19.03;0.23
insertion;0.02;10000;28;1831;18.31;0.28
insertion;0.02;10000;23;1878;18.78;0.23
insertion;0.02;10000;28;1842;18.42;0.28
insertion;0.02;10000;25;1906;19.06;0.25
insertion;0.02;10000;28;1864;18.64;0.28
insertion;0.02;10000;27;1879;18.79;0.27
insertion;0.02;10000;27;1865;18.65;0.27
insertion;0.02;10000;29;1903;19.03;0.29
insertion;0.02;10000;26;1837;18.37;0.26
insertion;0.02;10000;26;1912;19.12;0.26
insertion;0.02;10000;24;1884;18.84;0.24
insertion;0.02;10000;25;1912;19.12;0.25
insertion;0.02;10000;23;1921;19.21;0.23
insertion;0.02;10000;25;1913;19.13;0.25
insertion;0.02;10000;27;1886;18.86;0.27
insertion;0.02;10000;24;1962;19.62;0.24
insertion;0.02;10000;24;1870;18.7;0.24
insertion;0.02;10000;26;1877;18.77;0.26
insertion;0.02;10000;32;1860;18.6;0.32
insertion;0.02;10000;27;1895;18.95;0.27
insertion;0.02;10000;26;1917;19.17;0.26
insertion;0.02;10000;41;1889;18.89;0.41
insertion;0.02;10000;28;1909;19.09;0.28
insertion;0.02;10000;24;1864;18.64;0.24
insertion;0.02;10000;28;1884;18.84;0.28
insertion;0.02;10000;30;1904;19.04;0.3
insertion;0.02;10000;27;1875;18.75;0.27
insertion;0.02;10000;26;1890;18.9;0.26
insertion;0.02;10000;33;1883;18.83;0.33
insertion;0.02;10000;25;1839;18.39;0.25
insertion;0.02;10000;29;1893;18.93;0.29
insertion;0.02;10000;28;1915;19.15;0.28
insertion;0.02;10000;28;1915;19.15;0.28
insertion;0.02;10000;29;1893;18.93;0.29
insertion;0.02;10000;33;1883;18.83;0.33
insertion;0.02;10000;25;1839;18.39;0.25
insertion;0.02;10000;30;1905;19.05;0.3
insertion;0.02;10000;27;1863;18.63;0.27
insertion;0.02;10000;30;1904;19.04;0.3
insertion;0.02;10000;28;1884;18.84;0.28
insertion;0.02;10000;24;1864;18.64;0.24
insertion;0.02;10000;28;1909;19.09;0.28
insertion;0.02;10000;41;1889;18.89;0.41
insertion;0.02;10000;23;1917;19.17;0.23
insertion;0.02;10000;27;1895;18.95;0.27
insertion;0.02;10000;32;1860;18.6;0.32
insertion;0.02;10000;26;1877;18.77;0.26
insertion;0.02;10000;24;1962;19.62;0.24
insertion;0.02;10000;24;1870;18.7;0.24
insertion;0.02;10000;26;1913;19.13;0.26
insertion;0.02;10000;27;1886;18.86;0.27
insertion;0.02;10000;24;1975;19.75;0.24
insertion;0.02;10000;25;1868;18.68;0.25
insertion;0.02;10000;26;1837;18.37;0.26
insertion;0.02;10000;24;1884;18.84;0.24
insertion;0.02;10000;26;1912;19.12;0.26
insertion;0.02;10000;29;1903;19.03;0.29
insertion;0.02;10000;27;1879;18.79;0.27
insertion;0.02;10000;27;1865;18.65;0.27
insertion;0.02;10000;26;1894;18.94;0.26
insertion;0.02;10000;28;1864;18.64;0.28
insertion;0.02;10000;27;1865;18.65;0.27
insertion;0.02;10000;27;1879;18.79;0.27
insertion;0.02;10000;22;1899;18.99;0.22
insertion;0.02;10000;25;1906;19.06;0.25
insertion;0.02;10000;27;1922;19.22;0.27
insertion;0.02;10000;23;1891;18.91;0.23
insertion;0.02;10000;23;1921;19.21;0.23
insertion;0.02;10000;24;1975;19.75;0.24
insertion;0.02;10000;28;1868;18.68;0.28
insertion;0.02;10000;25;1868;18.68;0.25
insertion;0.02;10000;22;1901;19.01;0.22
insertion;0.02;10000;24;1870;18.7;0.24
insertion;0.02;10000;27;1886;18.86;0.27
insertion;0.02;10000;29;1876;18.76;0.29
insertion;0.02;10000;28;1878;18.78;0.28
insertion;0.02;10000;32;1860;18.6;0.32
insertion;0.02;10000;29;1841;18.41;0.29
insertion;0.02;10000;41;1889;18.89;0.41
insertion;0.02;10000;28;1943;19.43;0.28
insertion;0.02;10000;30;1904;19.04;0.3
insertion;0.02;10000;27;1843;18.43;0.27
insertion;0.02;10000;24;1858;18.58;0.24
insertion;0.02;10000;29;1880;18.8;0.29
insertion;0.02;10000;27;1863;18.63;0.27
insertion;0.02;10000;27;1875;18.75;0.27
insertion;0.02;10000;26;1864;18.64;0.26
insertion;0.02;10000;26;1864;18.64;0.26
insertion;0.02;10000;27;1863;18.63;0.27
insertion;0.02;10000;27;1875;18.75;0.27
insertion;0.02;10000;24;1858;18.58;0.24
insertion;0.02;10000;33;1883;18.83;0.33
insertion;0.02;10000;27;1843;18.43;0.27
insertion;0.02;10000;30;1904;19.04;0.3
insertion;0.02;10000;28;1943;19.43;0.28
insertion;0.02;10000;41;1889;18.89;0.41
insertion;0.02;10000;29;1841;18.41;0.29
insertion;0.02;10000;32;1860;18.6;0.32
insertion;0.02;10000;28;1878;18.78;0.28
insertion;0.02;10000;29;1876;18.76;0.29
insertion;0.02;10000;24;1870;18.7;0.24
insertion;0.02;10000;24;1962;19.62;0.24
insertion;0.02;10000;22;1901;19.01;0.22
insertion;0.02;10000;26;1912;19.12;0.26
insertion;0.02;10000;25;1868;18.68;0.25
insertion;0.02;10000;23;1921;19.21;0.23
insertion;0.02;10000;24;1975;19.75;0.24
insertion;0.02;10000;23;1891;18.91;0.23
insertion;0.02;10000;27;1922;19.22;0.27
insertion;0.02;10000;22;1899;18.99;0.22
insertion;0.02;10000;25;1906;19.06;0.25
insertion;0.02;10000;31;1905;19.05;0.31
insertion;0.02;10000;27;1879;18.79;0.27
insertion;0.02;10000;25;1875;18.75;0.25
insertion;0.02;10000;28;1882;18.82;0.28
insertion;0.02;10000;27;1865;18.65;0.27
insertion;0.02;10000;26;1828;18.28;0.26
insertion;0.02;10000;28;1915;19.15;0.28
insertion;0.02;10000;25;1839;18.39;0.25
insertion;0.02;10000;25;1877;18.77;0.25
insertion;0.02;10000;25;1887;18.87;0.25
insertion;0.02;10000;28;1868;18.68;0.28
insertion;0.02;10000;26;1877;18.77;0.26
insertion;0.02;10000;24;1887;18.87;0.24
insertion;0.02;10000;24;1875;18.75;0.24
insertion;0.02;10000;26;1837;18.37;0.26
insertion;0.02;10000;28;1879;18.79;0.28
insertion;0.02;10000;28;1878;18.78;0.28
insertion;0.02;10000;22;1843;18.43;0.22
insertion;0.02;10000;34;1856;18.56;0.34
insertion;0.02;10000;28;1909;19.09;0.28
insertion;0.02;10000;27;1837;18.37;0.27
insertion;0.02;10000;26;1920;19.2;0.26
insertion;0.02;10000;24;1899;18.99;0.24
insertion;0.02;10000;22;1918;19.18;0.22
insertion;0.02;10000;29;1880;18.8;0.29
insertion;0.02;10000;25;1946;19.46;0.25
insertion;0.02;10000;30;1905;19.05;0.3
insertion;0.02;10000;26;1890;18.9;0.26
insertion;0.02;10000;30;1905;19.05;0.3
insertion;0.02;10000;26;1890;18.9;0.26
insertion;0.02;10000;26;1864;18.64;0.26
insertion;0.02;10000;25;1946;19.46;0.25
insertion;0.02;10000;22;1918;19.18;0.22
insertion;0.02;10000;24;1899;18.99;0.24
insertion;0.02;10000;26;1920;19.2;0.26
insertion;0.02;10000;27;1837;18.37;0.27
insertion;0.02;10000;28;1909;19.09;0.28
insertion;0.02;10000;21;1895;18.95;0.21
insertion;0.02;10000;22;1843;18.43;0.22
insertion;0.02;10000;29;1850;18.5;0.29
insertion;0.02;10000;26;1837;18.37;0.26
insertion;0.02;10000;26;1912;19.12;0.26
insertion;0.02;10000;24;1887;18.87;0.24
insertion;0.02;10000;24;1875;18.75;0.24
insertion;0.02;10000;26;1877;18.77;0.26
insertion;0.02;10000;28;1868;18.68;0.28
insertion;0.02;10000;24;1962;19.62;0.24
insertion;0.02;10000;25;1887;18.87;0.25
insertion;0.02;10000;25;1839;18.39;0.25
insertion;0.02;10000;26;1828;18.28;0.26
insertion;0.02;10000;28;1915;19.15;0.28
insertion;0.02;10000;28;1882;18.82;0.28
insertion;0.02;10000;28;1939;19.39;0.28
insertion;0.02;10000;25;1875;18.75;0.25
insertion;0.02;10000;26;1894;18.94;0.26
insertion;0.02;10000;22;1899;18.99;0.22
insertion;0.02;10000;25;1906;19.06;0.25
insertion;0.02;10000;28;1939;19.39;0.28
insertion;0.02;10000;28;1882;18.82;0.28
insertion;0.02;10000;29;1876;18.76;0.29
insertion;0.02;10000;22;1900;19.0;0.22
insertion;0.02;10000;25;1887;18.87;0.25
insertion;0.02;10000;25;1877;18.77;0.25
insertion;0.02;10000;28;1879;18.79;0.28
insertion;0.02;10000;26;1865;18.65;0.26
insertion;0.02;10000;23;1921;19.21;0.23
insertion;0.02;10000;24;1887;18.87;0.24
insertion;0.02;10000;25;1874;18.74;0.25
insertion;0.02;10000;22;1843;18.43;0.22
insertion;0.02;10000;29;1841;18.41;0.29
insertion;0.02;10000;28;1878;18.78;0.28
insertion;0.02;10000;25;1921;19.21;0.25
insertion;0.02;10000;27;1837;18.37;0.27
insertion;0.02;10000;26;1861;18.61;0.26
insertion;0.02;10000;27;1843;18.43;0.27
insertion;0.02;10000;26;1920;19.2;0.26
insertion;0.02;10000;29;1885;18.85;0.29
insertion;0.02;10000;24;1903;19.03;0.24
insertion;0.02;10000;26;1890;18.9;0.26
insertion;0.02;10000;25;1946;19.46;0.25
insertion;0.02;10000;24;1858;18.58;0.24
