algoritmo;probabilidade_erro;size_of_array;largest_sorted_subarray;k_unordered_sequence;percentual_k_unordered;percentual_maior_array
insertion;0.01;10000;33;1446;14.46;0.33
insertion;0.01;10000;39;1415;14.15;0.39
insertion;0.01;10000;38;1402;14.02;0.38
insertion;0.01;10000;31;1482;14.82;0.31
insertion;0.01;10000;36;1465;14.65;0.36
insertion;0.01;10000;37;1474;14.74;0.37
insertion;0.01;10000;31;1479;14.79;0.31
insertion;0.01;10000;36;1448;14.48;0.36
insertion;0.01;10000;31;1427;14.27;0.31
insertion;0.01;10000;30;1443;14.43;0.3
insertion;0.01;10000;39;1465;14.65;0.39
insertion;0.01;10000;36;1482;14.82;0.36
insertion;0.01;10000;35;1463;14.63;0.35
insertion;0.01;10000;39;1500;15.0;0.39
insertion;0.01;10000;36;1413;14.13;0.36
insertion;0.01;10000;34;1451;14.51;0.34
insertion;0.01;10000;42;1393;13.93;0.42
insertion;0.01;10000;33;1431;14.31;0.33
insertion;0.01;10000;33;1422;14.22;0.33
insertion;0.01;10000;30;1405;14.05;0.3
insertion;0.01;10000;35;1443;14.43;0.35
insertion;0.01;10000;38;1423;14.23;0.38
insertion;0.01;10000;39;1373;13.73;0.39
insertion;0.01;10000;35;1476;14.76;0.35
insertion;0.01;10000;36;1431;14.31;0.36
insertion;0.01;10000;37;1472;14.72;0.37
insertion;0.01;10000;42;1460;14.6;0.42
insertion;0.01;10000;37;1422;14.22;0.37
insertion;0.01;10000;40;1454;14.54;0.4
insertion;0.01;10000;40;1454;14.54;0.4
insertion;0.01;10000;37;1422;14.22;0.37
insertion;0.01;10000;37;1472;14.72;0.37
insertion;0.01;10000;32;1435;14.35;0.32
insertion;0.01;10000;35;1476;14.76;0.35
insertion;0.01;10000;36;1431;14.31;0.36
insertion;0.01;10000;39;1373;13.73;0.39
insertion;0.01;10000;38;1423;14.23;0.38
insertion;0.01;10000;35;1443;14.43;0.35
insertion;0.01;10000;30;1405;14.05;0.3
insertion;0.01;10000;33;1422;14.22;0.33
insertion;0.01;10000;33;1431;14.31;0.33
insertion;0.01;10000;42;1393;13.93;0.42
insertion;0.01;10000;34;1451;14.51;0.34
