algoritmo;probabilidade_erro;size_of_array;largest_sorted_subarray;k_unordered_sequence;percentual_k_unordered;percentual_maior_array
insertion;0.01;1000;32;160;16.0;3.2
insertion;0.01;1000;32;160;16.0;3.2
insertion;0.01;1000;27;141;14.1;2.7
insertion;0.01;1000;32;160;16.0;3.2
insertion;0.01;1000;27;141;14.1;2.7
insertion;0.01;1000;27;141;14.1;2.7
insertion;0.01;1000;32;160;16.0;3.2
insertion;0.01;1000;30;146;14.6;3.0
insertion;0.01;1000;30;146;14.6;3.0
insertion;0.01;1000;30;146;14.6;3.0
insertion;0.01;1000;38;143;14.3;3.8
insertion;0.01;1000;38;143;14.3;3.8
insertion;0.01;1000;38;143;14.3;3.8
insertion;0.01;1000;22;149;14.9;2.2
insertion;0.01;1000;22;149;14.9;2.2
insertion;0.01;1000;28;132;13.2;2.8
insertion;0.01;1000;28;132;13.2;2.8
insertion;0.01;1000;29;138;13.8;2.9
insertion;0.01;1000;29;138;13.8;2.9
insertion;0.01;1000;28;132;13.2;2.8
insertion;0.01;1000;22;148;14.8;2.2
insertion;0.01;1000;29;138;13.8;2.9
insertion;0.01;1000;22;148;14.8;2.2
insertion;0.01;1000;22;148;14.8;2.2
insertion;0.01;1000;29;138;13.8;2.9
insertion;0.01;1000;27;146;14.6;2.7
insertion;0.01;1000;27;146;14.6;2.7
insertion;0.01;1000;27;146;14.6;2.7
insertion;0.01;1000;27;145;14.5;2.7
insertion;0.01;1000;27;146;14.6;2.7
insertion;0.01;1000;27;146;14.6;2.7
insertion;0.01;1000;27;145;14.5;2.7
insertion;0.01;1000;27;146;14.6;2.7
insertion;0.01;1000;27;145;14.5;2.7
insertion;0.01;1000;27;145;14.5;2.7
insertion;0.01;1000;27;146;14.6;2.7
insertion;0.01;1000;27;146;14.6;2.7
insertion;0.01;1000;27;146;14.6;2.7
insertion;0.01;1000;27;146;14.6;2.7
insertion;0.01;1000;22;148;14.8;2.2
insertion;0.01;1000;29;138;13.8;2.9
insertion;0.01;1000;29;138;13.8;2.9
insertion;0.01;1000;22;148;14.8;2.2
insertion;0.01;1000;22;148;14.8;2.2
insertion;0.01;1000;28;132;13.2;2.8
insertion;0.01;1000;29;138;13.8;2.9
insertion;0.01;1000;29;138;13.8;2.9
insertion;0.01;1000;28;132;13.2;2.8
insertion;0.01;1000;28;132;13.2;2.8
insertion;0.01;1000;22;149;14.9;2.2
insertion;0.01;1000;22;149;14.9;2.2
insertion;0.01;1000;38;143;14.3;3.8
insertion;0.01;1000;38;143;14.3;3.8
insertion;0.01;1000;38;143;14.3;3.8
insertion;0.01;1000;30;146;14.6;3.0
insertion;0.01;1000;30;146;14.6;3.0
insertion;0.01;1000;30;146;14.6;3.0
insertion;0.01;1000;27;141;14.1;2.7
insertion;0.01;1000;32;160;16.0;3.2
insertion;0.01;1000;22;155;15.5;2.2
insertion;0.01;1000;32;160;16.0;3.2
insertion;0.01;1000;27;141;14.1;2.7
