algoritmo;probabilidade_erro;size_of_array;largest_sorted_subarray;k_unordered_sequence;percentual_k_unordered;percentual_maior_array
quick;0.05;1000;24;181;18.1;2.4
quick;0.05;1000;24;181;18.1;2.4
quick;0.05;1000;22;176;17.6;2.2
quick;0.05;1000;25;185;18.5;2.5
quick;0.05;1000;22;176;17.6;2.2
quick;0.05;1000;28;183;18.3;2.8
quick;0.05;1000;24;181;18.1;2.4
quick;0.05;1000;19;202;20.2;1.9
quick;0.05;1000;24;177;17.7;2.4
quick;0.05;1000;24;177;17.7;2.4
quick;0.05;1000;20;186;18.6;2.0
quick;0.05;1000;29;168;16.8;2.9
quick;0.05;1000;20;186;18.6;2.0
quick;0.05;1000;25;193;19.3;2.5
quick;0.05;1000;25;193;19.3;2.5
quick;0.05;1000;19;202;20.2;1.9
quick;0.05;1000;19;202;20.2;1.9
quick;0.05;1000;25;193;19.3;2.5
quick;0.05;1000;22;190;19.0;2.2
quick;0.05;1000;19;202;20.2;1.9
quick;0.05;1000;20;186;18.6;2.0
quick;0.05;1000;22;190;19.0;2.2
quick;0.05;1000;25;197;19.7;2.5
quick;0.05;1000;25;197;19.7;2.5
quick;0.05;1000;19;185;18.5;1.9
quick;0.05;1000;22;176;17.6;2.2
quick;0.05;1000;22;176;17.6;2.2
quick;0.05;1000;20;191;19.1;2.0
quick;0.05;1000;22;189;18.9;2.2
quick;0.05;1000;20;191;19.1;2.0
quick;0.05;1000;20;191;19.1;2.0
quick;0.05;1000;22;189;18.9;2.2
quick;0.05;1000;20;191;19.1;2.0
quick;0.05;1000;22;189;18.9;2.2
quick;0.05;1000;22;189;18.9;2.2
quick;0.05;1000;20;191;19.1;2.0
quick;0.05;1000;20;191;19.1;2.0
quick;0.05;1000;22;176;17.6;2.2
quick;0.05;1000;22;176;17.6;2.2
quick;0.05;1000;25;197;19.7;2.5
quick;0.05;1000;19;185;18.5;1.9
quick;0.05;1000;22;190;19.0;2.2
quick;0.05;1000;25;197;19.7;2.5
quick;0.05;1000;25;197;19.7;2.5
quick;0.05;1000;19;202;20.2;1.9
