coluna;coef_confianca;probabilidade_err;tamanho_array;algoritmo;lim_inferior;media;lim_superior;std_error;h;std_dev
k_unordered_sequence;0.95;0.0001;10000;quick;13.8516;13.9923;14.1330;0.0718;0.1407;3.9334
k_unordered_sequence;0.95;0.0001;10000;insertion;179.0724;179.5020;179.9316;0.2192;0.4296;12.0049
k_unordered_sequence;0.9;0.01;100;bubble;2.5278;2.5990;2.6702;0.0433;0.0712;1.3683
k_unordered_sequence;0.9;0.01;100;merge;3.1514;3.2320;3.3126;0.0490;0.0806;1.5480
k_unordered_sequence;0.9;0.01;100;quick;5.3422;5.4330;5.5238;0.0552;0.0908;1.7440
k_unordered_sequence;0.9;0.01;100;insertion;11.3297;11.4850;11.6403;0.0944;0.1553;2.9853
k_unordered_sequence;0.9;0.01;1000;bubble;38.0085;38.2490;38.4895;0.1462;0.2405;4.6203
k_unordered_sequence;0.9;0.01;1000;merge;72.5343;72.8080;73.0817;0.1664;0.2737;5.2581
k_unordered_sequence;0.9;0.01;1000;quick;63.1621;63.4450;63.7279;0.1720;0.2829;5.4353
k_unordered_sequence;0.9;0.01;1000;insertion;144.5017;144.8610;145.2203;0.2184;0.3593;6.9045
k_unordered_sequence;0.9;0.01;10000;bubble;346.9499;347.7050;348.4601;0.4590;0.7551;14.5068
k_unordered_sequence;0.9;0.01;10000;merge;996.0765;997.6940;999.3115;0.9833;1.6175;31.0786
k_unordered_sequence;0.9;0.01;10000;quick;656.5142;657.7330;658.9518;0.7409;1.2188;23.4181
k_unordered_sequence;0.9;0.01;10000;insertion;1443.7211;1445.2110;1446.7009;0.9057;1.4899;28.6276
k_unordered_sequence;0.9;0.02;100;bubble;3.8575;3.9370;4.0165;0.0483;0.0795;1.5274
k_unordered_sequence;0.9;0.02;100;merge;7.5269;7.6710;7.8151;0.0876;0.1441;2.7682
k_unordered_sequence;0.9;0.02;100;quick;9.3557;9.4350;9.5143;0.0482;0.0793;1.5224
k_unordered_sequence;0.9;0.02;100;insertion;14.5028;14.6180;14.7332;0.0700;0.1152;2.2132
k_unordered_sequence;0.9;0.02;1000;bubble;61.5129;61.7990;62.0851;0.1739;0.2861;5.4953
k_unordered_sequence;0.9;0.02;1000;merge;132.9440;133.3350;133.7260;0.2377;0.3910;7.5132
k_unordered_sequence;0.9;0.02;1000;quick;104.0966;104.4450;104.7934;0.2118;0.3484;6.6940
k_unordered_sequence;0.9;0.02;1000;insertion;185.4155;185.7410;186.0665;0.1979;0.3255;6.2564
k_unordered_sequence;0.9;0.02;10000;bubble;603.1611;604.1680;605.1749;0.6121;1.0069;19.3470
k_unordered_sequence;0.9;0.02;10000;merge;1725.9107;1727.4960;1729.0813;0.9637;1.5853;30.4595
k_unordered_sequence;0.9;0.02;10000;quick;1077.8806;1079.1800;1080.4794;0.7899;1.2994;24.9654
k_unordered_sequence;0.9;0.02;10000;insertion;1878.8741;1880.3660;1881.8579;0.9069;1.4919;28.6641
k_unordered_sequence;0.9;0.05;100;bubble;12.6432;12.7590;12.8748;0.0704;0.1158;2.2255
k_unordered_sequence;0.9;0.05;100;merge;17.1957;17.3990;17.6023;0.1236;0.2033;3.9051
k_unordered_sequence;0.9;0.05;100;quick;16.9227;17.0930;17.2633;0.1035;0.1703;3.2721
k_unordered_sequence;0.9;0.05;100;insertion;21.6197;21.7350;21.8503;0.0701;0.1153;2.2142
k_unordered_sequence;0.9;0.05;1000;bubble;116.9765;117.3720;117.7675;0.2404;0.3955;7.5989
k_unordered_sequence;0.9;0.05;1000;merge;244.5963;244.9860;245.3757;0.2369;0.3897;7.4872
k_unordered_sequence;0.9;0.05;1000;quick;188.4086;188.8560;189.3034;0.2720;0.4474;8.5964
k_unordered_sequence;0.9;0.05;1000;insertion;255.1159;255.5130;255.9101;0.2414;0.3971;7.6295
k_unordered_sequence;0.9;0.05;10000;bubble;1177.3172;1178.6130;1179.9088;0.7877;1.2958;24.8972
k_unordered_sequence;0.9;0.05;10000;merge;2830.7836;2832.1060;2833.4284;0.8039;1.3224;25.4085
k_unordered_sequence;0.9;0.05;10000;quick;1944.1821;1945.7490;1947.3159;0.9525;1.5669;30.1045
k_unordered_sequence;0.9;0.05;10000;insertion;2556.2736;2557.7510;2559.2284;0.8981;1.4774;28.3864
k_unordered_sequence;0.9;0.001;1000;bubble;4.5352;4.5847;4.6342;0.0301;0.0495;1.6483
k_unordered_sequence;0.9;0.001;1000;merge;8.1630;8.2313;8.2996;0.0415;0.0683;2.2727
k_unordered_sequence;0.9;0.001;1000;quick;9.2921;9.3870;9.4819;0.0577;0.0949;3.1604
k_unordered_sequence;0.9;0.001;1000;insertion;47.3007;47.4563;47.6119;0.0946;0.1556;5.1817
k_unordered_sequence;0.9;0.0001;10000;bubble;5.3941;5.4637;5.5333;0.0423;0.0696;2.3150
k_unordered_sequence;0.9;0.0001;10000;merge;10.7011;10.8107;10.9203;0.0666;0.1096;3.6454
k_unordered_sequence;0.9;0.0001;10000;quick;13.8742;13.9923;14.1104;0.0718;0.1181;3.9334
k_unordered_sequence;0.9;0.0001;10000;insertion;179.1414;179.5020;179.8626;0.2192;0.3606;12.0049
