coluna;coef_confianca;probabilidade_err;tamanho_array;algoritmo;lim_inferior;media;lim_superior;std_error;h;std_dev
percentual_k_unordered;0.98;0.02;100;merge;7.4672;7.6710;7.8748;0.0876;0.2038;2.7682
percentual_k_unordered;0.98;0.02;100;quick;9.3229;9.4350;9.5471;0.0482;0.1121;1.5224
percentual_k_unordered;0.98;0.02;100;insertion;14.4552;14.6180;14.7808;0.0700;0.1628;2.2132
percentual_k_unordered;0.98;0.02;1000;bubble;6.1394;6.1799;6.2204;0.0174;0.0405;0.5495
percentual_k_unordered;0.98;0.02;1000;merge;13.2781;13.3335;13.3889;0.0238;0.0554;0.7513
percentual_k_unordered;0.98;0.02;1000;quick;10.3952;10.4445;10.4938;0.0212;0.0493;0.6694
percentual_k_unordered;0.98;0.02;1000;insertion;18.5280;18.5741;18.6202;0.0198;0.0461;0.6256
percentual_k_unordered;0.98;0.02;10000;bubble;6.0275;6.0417;6.0559;0.0061;0.0142;0.1935
percentual_k_unordered;0.98;0.02;10000;merge;17.2527;17.2750;17.2973;0.0096;0.0223;0.3046
percentual_k_unordered;0.98;0.02;10000;quick;10.7734;10.7918;10.8102;0.0079;0.0184;0.2497
percentual_k_unordered;0.98;0.02;10000;insertion;18.7825;18.8037;18.8249;0.0091;0.0212;0.2866
percentual_k_unordered;0.98;0.05;100;bubble;12.5952;12.7590;12.9228;0.0704;0.1638;2.2255
percentual_k_unordered;0.98;0.05;100;merge;17.1115;17.3990;17.6865;0.1236;0.2875;3.9051
percentual_k_unordered;0.98;0.05;100;quick;16.8523;17.0930;17.3337;0.1035;0.2407;3.2721
percentual_k_unordered;0.98;0.05;100;insertion;21.5719;21.7350;21.8981;0.0701;0.1631;2.2142
percentual_k_unordered;0.98;0.05;1000;bubble;11.6814;11.7372;11.7930;0.0240;0.0558;0.7599
percentual_k_unordered;0.98;0.05;1000;merge;24.4435;24.4986;24.5537;0.0237;0.0551;0.7487
percentual_k_unordered;0.98;0.05;1000;quick;18.8223;18.8856;18.9489;0.0272;0.0633;0.8596
percentual_k_unordered;0.98;0.05;1000;insertion;25.4952;25.5513;25.6074;0.0241;0.0561;0.7630
percentual_k_unordered;0.98;0.05;10000;bubble;11.7677;11.7861;11.8045;0.0079;0.0184;0.2490
percentual_k_unordered;0.98;0.05;10000;merge;28.3025;28.3211;28.3397;0.0080;0.0186;0.2541
percentual_k_unordered;0.98;0.05;10000;quick;19.4354;19.4575;19.4796;0.0095;0.0221;0.3010
percentual_k_unordered;0.98;0.05;10000;insertion;25.5566;25.5775;25.5984;0.0090;0.0209;0.2839
percentual_k_unordered;0.98;0.001;1000;bubble;0.4515;0.4585;0.4655;0.0030;0.0070;0.1648
percentual_k_unordered;0.98;0.001;1000;merge;0.8133;0.8231;0.8329;0.0042;0.0098;0.2273
percentual_k_unordered;0.98;0.001;1000;quick;0.9252;0.9387;0.9522;0.0058;0.0135;0.3160
percentual_k_unordered;0.98;0.001;1000;insertion;4.7235;4.7456;4.7677;0.0095;0.0221;0.5182
percentual_k_unordered;0.98;0.0001;10000;bubble;0.0537;0.0546;0.0555;0.0004;0.0009;0.0232
percentual_k_unordered;0.98;0.0001;10000;merge;0.1065;0.1081;0.1097;0.0007;0.0016;0.0365
percentual_k_unordered;0.98;0.0001;10000;quick;0.1383;0.1399;0.1415;0.0007;0.0016;0.0393
percentual_k_unordered;0.98;0.0001;10000;insertion;1.7899;1.7950;1.8001;0.0022;0.0051;0.1200
percentual_k_unordered;0.95;0.01;100;bubble;2.5141;2.5990;2.6839;0.0433;0.0849;1.3683
percentual_k_unordered;0.95;0.01;100;merge;3.1360;3.2320;3.3280;0.0490;0.0960;1.5480
percentual_k_unordered;0.95;0.01;100;quick;5.3248;5.4330;5.5412;0.0552;0.1082;1.7440
percentual_k_unordered;0.95;0.01;100;insertion;11.3000;11.4850;11.6700;0.0944;0.1850;2.9853
percentual_k_unordered;0.95;0.01;1000;bubble;3.7963;3.8249;3.8535;0.0146;0.0286;0.4620
percentual_k_unordered;0.95;0.01;1000;merge;7.2483;7.2808;7.3133;0.0166;0.0325;0.5258
percentual_k_unordered;0.95;0.01;1000;quick;6.3108;6.3445;6.3782;0.0172;0.0337;0.5435
percentual_k_unordered;0.95;0.01;1000;insertion;14.4434;14.4861;14.5288;0.0218;0.0427;0.6904
percentual_k_unordered;0.95;0.01;10000;bubble;3.4680;3.4770;3.4860;0.0046;0.0090;0.1451
percentual_k_unordered;0.95;0.01;10000;merge;9.9577;9.9769;9.9961;0.0098;0.0192;0.3108
percentual_k_unordered;0.95;0.01;10000;quick;6.5628;6.5773;6.5918;0.0074;0.0145;0.2342
percentual_k_unordered;0.95;0.01;10000;insertion;14.4343;14.4521;14.4699;0.0091;0.0178;0.2863
percentual_k_unordered;0.95;0.02;100;bubble;3.8423;3.9370;4.0317;0.0483;0.0947;1.5274
percentual_k_unordered;0.95;0.02;100;merge;7.4993;7.6710;7.8427;0.0876;0.1717;2.7682
percentual_k_unordered;0.95;0.02;100;quick;9.3405;9.4350;9.5295;0.0482;0.0945;1.5224
percentual_k_unordered;0.95;0.02;100;insertion;14.4808;14.6180;14.7552;0.0700;0.1372;2.2132
percentual_k_unordered;0.95;0.02;1000;bubble;6.1458;6.1799;6.2140;0.0174;0.0341;0.5495
percentual_k_unordered;0.95;0.02;1000;merge;13.2869;13.3335;13.3801;0.0238;0.0466;0.7513
percentual_k_unordered;0.95;0.02;1000;quick;10.4029;10.4445;10.4861;0.0212;0.0416;0.6694
percentual_k_unordered;0.95;0.02;1000;insertion;18.5353;18.5741;18.6129;0.0198;0.0388;0.6256
percentual_k_unordered;0.95;0.02;10000;bubble;6.0297;6.0417;6.0537;0.0061;0.0120;0.1935
percentual_k_unordered;0.95;0.02;10000;merge;17.2562;17.2750;17.2938;0.0096;0.0188;0.3046
percentual_k_unordered;0.95;0.02;10000;quick;10.7763;10.7918;10.8073;0.0079;0.0155;0.2497
percentual_k_unordered;0.95;0.02;10000;insertion;18.7859;18.8037;18.8215;0.0091;0.0178;0.2866
percentual_k_unordered;0.95;0.05;100;bubble;12.6210;12.7590;12.8970;0.0704;0.1380;2.2255
percentual_k_unordered;0.95;0.05;100;merge;17.1567;17.3990;17.6413;0.1236;0.2423;3.9051
percentual_k_unordered;0.95;0.05;100;quick;16.8901;17.0930;17.2959;0.1035;0.2029;3.2721
percentual_k_unordered;0.95;0.05;100;insertion;21.5976;21.7350;21.8724;0.0701;0.1374;2.2142
percentual_k_unordered;0.95;0.05;1000;bubble;11.6902;11.7372;11.7842;0.0240;0.0470;0.7599
percentual_k_unordered;0.95;0.05;1000;merge;24.4521;24.4986;24.5451;0.0237;0.0465;0.7487
percentual_k_unordered;0.95;0.05;1000;quick;18.8323;18.8856;18.9389;0.0272;0.0533;0.8596
percentual_k_unordered;0.95;0.05;1000;insertion;25.5041;25.5513;25.5985;0.0241;0.0472;0.7630
percentual_k_unordered;0.95;0.05;10000;bubble;11.7706;11.7861;11.8016;0.0079;0.0155;0.2490
percentual_k_unordered;0.95;0.05;10000;merge;28.3054;28.3211;28.3368;0.0080;0.0157;0.2541
percentual_k_unordered;0.95;0.05;10000;quick;19.4389;19.4575;19.4761;0.0095;0.0186;0.3010
percentual_k_unordered;0.95;0.05;10000;insertion;25.5599;25.5775;25.5951;0.0090;0.0176;0.2839
percentual_k_unordered;0.95;0.001;1000;bubble;0.4526;0.4585;0.4644;0.0030;0.0059;0.1648
percentual_k_unordered;0.95;0.001;1000;merge;0.8149;0.8231;0.8313;0.0042;0.0082;0.2273
percentual_k_unordered;0.95;0.001;1000;quick;0.9273;0.9387;0.9501;0.0058;0.0114;0.3160
percentual_k_unordered;0.95;0.001;1000;insertion;4.7270;4.7456;4.7642;0.0095;0.0186;0.5182
percentual_k_unordered;0.95;0.0001;10000;bubble;0.0538;0.0546;0.0554;0.0004;0.0008;0.0232
percentual_k_unordered;0.95;0.0001;10000;merge;0.1067;0.1081;0.1095;0.0007;0.0014;0.0365
percentual_k_unordered;0.95;0.0001;10000;quick;0.1385;0.1399;0.1413;0.0007;0.0014;0.0393
percentual_k_unordered;0.95;0.0001;10000;insertion;1.7907;1.7950;1.7993;0.0022;0.0043;0.1200
percentual_k_unordered;0.9;0.01;100;bubble;2.5278;2.5990;2.6702;0.0433;0.0712;1.3683
percentual_k_unordered;0.9;0.01;100;merge;3.1514;3.2320;3.3126;0.0490;0.0806;1.5480
percentual_k_unordered;0.9;0.01;100;quick;5.3422;5.4330;5.5238;0.0552;0.0908;1.7440
percentual_k_unordered;0.9;0.01;100;insertion;11.3297;11.4850;11.6403;0.0944;0.1553;2.9853
percentual_k_unordered;0.9;0.01;1000;bubble;3.8009;3.8249;3.8489;0.0146;0.0240;0.4620
percentual_k_unordered;0.9;0.01;1000;merge;7.2535;7.2808;7.3081;0.0166;0.0273;0.5258
percentual_k_unordered;0.9;0.01;1000;quick;6.3162;6.3445;6.3728;0.0172;0.0283;0.5435
percentual_k_unordered;0.9;0.01;1000;insertion;14.4502;14.4861;14.5220;0.0218;0.0359;0.6904
percentual_k_unordered;0.9;0.01;10000;bubble;3.4694;3.4770;3.4846;0.0046;0.0076;0.1451
percentual_k_unordered;0.9;0.01;10000;merge;9.9608;9.9769;9.9930;0.0098;0.0161;0.3108
percentual_k_unordered;0.9;0.01;10000;quick;6.5651;6.5773;6.5895;0.0074;0.0122;0.2342
percentual_k_unordered;0.9;0.01;10000;insertion;14.4371;14.4521;14.4671;0.0091;0.0150;0.2863
percentual_k_unordered;0.9;0.02;100;bubble;3.8575;3.9370;4.0165;0.0483;0.0795;1.5274
percentual_k_unordered;0.9;0.02;100;merge;7.5269;7.6710;7.8151;0.0876;0.1441;2.7682
percentual_k_unordered;0.9;0.02;100;quick;9.3557;9.4350;9.5143;0.0482;0.0793;1.5224
percentual_k_unordered;0.9;0.02;100;insertion;14.5028;14.6180;14.7332;0.0700;0.1152;2.2132
percentual_k_unordered;0.9;0.02;1000;bubble;6.1513;6.1799;6.2085;0.0174;0.0286;0.5495
percentual_k_unordered;0.9;0.02;1000;merge;13.2943;13.3335;13.3727;0.0238;0.0392;0.7513
percentual_k_unordered;0.9;0.02;1000;quick;10.4096;10.4445;10.4794;0.0212;0.0349;0.6694
percentual_k_unordered;0.9;0.02;1000;insertion;18.5415;18.5741;18.6067;0.0198;0.0326;0.6256
percentual_k_unordered;0.9;0.02;10000;bubble;6.0317;6.0417;6.0517;0.0061;0.0100;0.1935
percentual_k_unordered;0.9;0.02;10000;merge;17.2592;17.2750;17.2908;0.0096;0.0158;0.3046
percentual_k_unordered;0.9;0.02;10000;quick;10.7788;10.7918;10.8048;0.0079;0.0130;0.2497
percentual_k_unordered;0.9;0.02;10000;insertion;18.7887;18.8037;18.8187;0.0091;0.0150;0.2866
percentual_k_unordered;0.9;0.05;100;bubble;12.6432;12.7590;12.8748;0.0704;0.1158;2.2255
percentual_k_unordered;0.9;0.05;100;merge;17.1957;17.3990;17.6023;0.1236;0.2033;3.9051
percentual_k_unordered;0.9;0.05;100;quick;16.9227;17.0930;17.2633;0.1035;0.1703;3.2721
percentual_k_unordered;0.9;0.05;100;insertion;21.6197;21.7350;21.8503;0.0701;0.1153;2.2142
percentual_k_unordered;0.9;0.05;1000;bubble;11.6977;11.7372;11.7767;0.0240;0.0395;0.7599
percentual_k_unordered;0.9;0.05;1000;merge;24.4596;24.4986;24.5376;0.0237;0.0390;0.7487
percentual_k_unordered;0.9;0.05;1000;quick;18.8409;18.8856;18.9303;0.0272;0.0447;0.8596
percentual_k_unordered;0.9;0.05;1000;insertion;25.5117;25.5513;25.5909;0.0241;0.0396;0.7630
percentual_k_unordered;0.9;0.05;10000;bubble;11.7731;11.7861;11.7991;0.0079;0.0130;0.2490
percentual_k_unordered;0.9;0.05;10000;merge;28.3079;28.3211;28.3343;0.0080;0.0132;0.2541
percentual_k_unordered;0.9;0.05;10000;quick;19.4419;19.4575;19.4731;0.0095;0.0156;0.3010
percentual_k_unordered;0.9;0.05;10000;insertion;25.5627;25.5775;25.5923;0.0090;0.0148;0.2839
percentual_k_unordered;0.9;0.001;1000;bubble;0.4536;0.4585;0.4634;0.0030;0.0049;0.1648
percentual_k_unordered;0.9;0.001;1000;merge;0.8162;0.8231;0.8300;0.0042;0.0069;0.2273
percentual_k_unordered;0.9;0.001;1000;quick;0.9292;0.9387;0.9482;0.0058;0.0095;0.3160
percentual_k_unordered;0.9;0.001;1000;insertion;4.7300;4.7456;4.7612;0.0095;0.0156;0.5182
percentual_k_unordered;0.9;0.0001;10000;bubble;0.0539;0.0546;0.0553;0.0004;0.0007;0.0232
percentual_k_unordered;0.9;0.0001;10000;merge;0.1069;0.1081;0.1093;0.0007;0.0012;0.0365
percentual_k_unordered;0.9;0.0001;10000;quick;0.1387;0.1399;0.1411;0.0007;0.0012;0.0393
percentual_k_unordered;0.9;0.0001;10000;insertion;1.7914;1.7950;1.7986;0.0022;0.0036;0.1200
