coluna;coef_confianca;probabilidade_err;tamanho_array;algoritmo;lim_inferior;media;lim_superior;std_error;h;std_dev
percentual_maior_array;0.95;0.05;100;quick;16.6598;17.8000;18.9402;0.6719;1.1402;3.6803
percentual_maior_array;0.95;0.05;100;insertion;9.9072;10.5667;11.2262;0.3886;0.6595;2.1284
percentual_maior_array;0.95;0.05;1000;bubble;7.1640;7.7700;8.3760;0.3571;0.6060;1.9559
percentual_maior_array;0.95;0.05;1000;merge;1.5812;1.6467;1.7122;0.0386;0.0655;0.2113
percentual_maior_array;0.95;0.05;1000;quick;2.0737;2.1733;2.2729;0.0587;0.0996;0.3216
percentual_maior_array;0.95;0.05;1000;insertion;1.2754;1.3233;1.3712;0.0282;0.0479;0.1547
percentual_maior_array;0.95;0.05;10000;bubble;1.5058;1.6183;1.7308;0.0663;0.1125;0.3631
percentual_maior_array;0.95;0.05;10000;merge;0.1833;0.1940;0.2047;0.0063;0.0107;0.0343
percentual_maior_array;0.95;0.05;10000;quick;0.2868;0.2963;0.3058;0.0056;0.0095;0.0306
percentual_maior_array;0.95;0.05;10000;insertion;0.1771;0.1837;0.1903;0.0039;0.0066;0.0216
percentual_maior_array;0.9;0.01;100;bubble;63.6112;67.4000;71.1888;2.8922;3.7888;15.8410
percentual_maior_array;0.9;0.01;100;merge;50.7728;54.4667;58.1606;2.8198;3.6939;15.4445
percentual_maior_array;0.9;0.01;100;quick;35.6337;39.0333;42.4329;2.5951;3.3996;14.2138
percentual_maior_array;0.9;0.01;100;insertion;19.0217;19.7667;20.5117;0.5687;0.7450;3.1149
percentual_maior_array;0.9;0.01;1000;bubble;27.1551;29.5700;31.9849;1.8434;2.4149;10.0967
percentual_maior_array;0.9;0.01;1000;merge;6.0514;6.3333;6.6152;0.2152;0.2819;1.1786
percentual_maior_array;0.9;0.01;1000;quick;5.5997;5.8033;6.0069;0.1554;0.2036;0.8512
percentual_maior_array;0.9;0.01;1000;insertion;2.6553;2.7733;2.8913;0.0901;0.1180;0.4934
percentual_maior_array;0.9;0.01;10000;bubble;5.5312;5.9123;6.2934;0.2909;0.3811;1.5933
