bubble,insertion,merge,quick
72.0,15.0,38.0,35.0
38.0,20.0,58.0,36.0
72.0,17.0,45.0,31.0
97.0,16.0,39.0,20.0
72.0,23.0,55.0,31.0
97.0,20.0,37.0,75.0
72.0,17.0,51.0,25.0
72.0,19.0,33.0,23.0
72.0,20.0,47.0,30.0
72.0,20.0,35.0,49.0
72.0,18.0,66.0,66.0
72.0,27.0,70.0,33.0
80.0,20.0,56.0,34.0
67.0,18.0,56.0,27.0
60.0,27.0,35.0,38.0
67.0,22.0,43.0,46.0
40.0,21.0,76.0,33.0
59.0,23.0,53.0,30.0
40.0,16.0,69.0,69.0
71.0,18.0,54.0,31.0
71.0,20.0,41.0,24.0
71.0,14.0,81.0,32.0
71.0,17.0,57.0,32.0
60.0,22.0,58.0,47.0
40.0,21.0,55.0,33.0
67.0,21.0,64.0,48.0
40.0,17.0,88.0,52.0
100.0,22.0,88.0,38.0
67.0,19.0,46.0,38.0
71.0,23.0,40.0,65.0
