bubble,insertion,merge,quick
6.1,18.3,12.7,11.2
5.7,18.4,13.5,11.6
6.8,18.8,13.9,10.4
5.5,19.1,13.9,11.0
6.0,18.8,13.6,11.0
6.5,19.0,14.2,11.1
6.1,18.2,13.4,10.9
5.7,18.0,13.3,10.7
5.7,18.6,14.1,10.8
7.0,18.4,13.6,10.4
5.4,18.0,13.7,10.4
6.5,19.0,13.7,11.2
6.4,17.6,13.9,10.1
6.1,18.3,14.3,10.6
6.4,19.3,13.7,10.0
6.8,19.6,12.3,10.4
7.0,17.6,12.8,11.2
6.3,19.2,12.3,11.5
5.5,17.7,12.5,10.6
6.4,19.0,12.5,10.4
7.2,18.2,12.8,10.8
6.4,17.9,13.2,11.5
5.9,17.6,11.5,9.9
6.6,19.5,12.3,9.8
5.3,18.3,12.5,11.9
6.2,17.5,12.3,11.5
6.8,17.1,13.7,10.8
6.5,17.4,12.7,10.6
6.2,17.8,12.7,11.9
5.9,18.4,12.4,10.8
