bubble,insertion,merge,quick
150,19,48,44
129,20,32,39
100,19,26,33
174,22,49,46
190,19,42,49
106,21,44,33
210,19,36,40
242,30,41,42
130,20,48,37
93,24,39,59
130,21,33,34
134,24,44,35
180,21,29,38
125,24,36,40
130,24,31,45
180,20,50,37
92,24,34,44
121,17,47,46
170,21,34,33
130,20,32,50
82,32,34,40
153,19,36,44
210,21,45,36
114,19,39,51
174,19,38,43
163,21,61,56
210,20,32,43
121,19,37,31
109,22,33,56
145,19,44,41
