bubble,insertion,merge,quick
1.51,0.18,0.18,0.32
1.22,0.18,0.2,0.27
1.79,0.21,0.16,0.32
1.47,0.16,0.16,0.27
2.11,0.18,0.16,0.29
2.33,0.18,0.16,0.31
1.94,0.16,0.18,0.26
1.94,0.17,0.23,0.31
1.39,0.16,0.23,0.34
2.03,0.2,0.2,0.32
1.73,0.18,0.16,0.25
1.57,0.23,0.15,0.34
1.39,0.19,0.2,0.27
1.54,0.19,0.16,0.28
1.14,0.18,0.21,0.3
1.04,0.18,0.23,0.27
1.55,0.18,0.21,0.27
1.09,0.18,0.2,0.28
1.26,0.17,0.22,0.31
2.12,0.2,0.21,0.29
1.69,0.17,0.17,0.33
1.69,0.17,0.2,0.28
1.79,0.16,0.25,0.33
2.18,0.19,0.16,0.33
1.4,0.19,0.23,0.3
1.07,0.17,0.19,0.28
1.21,0.26,0.17,0.34
1.88,0.18,0.16,0.23
1.46,0.16,0.3,0.34
2.02,0.2,0.18,0.26
