probabilidade_erro,algoritmo,percentual_k_unordered_mean,percentual_maior_array_mean,percentual_k_unordered_std,percentual_maior_array_std,percentual_k_unordered_min,percentual_maior_array_min,percentual_k_unordered_max,percentual_maior_array_max
0.0001,bubble,0.07533333333333335,64.31599999999999,0.02542512107363887,18.80086949566704,0.03,22.65,0.13,96.9
0.0001,insertion,1.8033333333333332,2.4676666666666662,0.12186293412126459,0.3728056101891518,1.62,1.85,2.13,3.24
0.0001,merge,0.11066666666666669,19.757333333333328,0.014367908045682758,3.764756651322652,0.09,12.93,0.15,29.17
0.0001,quick,0.15366666666666665,17.63366666666667,0.024422055229017796,5.197684818384467,0.08,10.86,0.19,31.15
