probabilidade_erro,algoritmo,percentual_k_unordered_mean,percentual_maior_array_mean,percentual_k_unordered_std,percentual_maior_array_std,percentual_k_unordered_min,percentual_maior_array_min,percentual_k_unordered_max,percentual_maior_array_max
0.02,bubble,5.3861933333333365,28.498523333333186,1.3945353893942507,28.198013352689685,1.0,1.76,8.0,96.0
0.02,insertion,17.331919999999894,6.480550000000014,2.341760974513398,7.853815548533733,9.0,0.21,19.8,24.0
0.02,merge,12.75982000000006,10.78300000000002,4.279798608148371,14.293294948803716,3.0,0.31,17.94,61.0
0.02,quick,10.223766666666599,10.051033333333464,1.1288643809092924,11.790658059301837,6.0,0.4,12.3,42.0
