probabilidade_erro,algoritmo,percentual_k_unordered_mean,percentual_maior_array_mean,percentual_k_unordered_std,percentual_maior_array_std,percentual_k_unordered_min,percentual_maior_array_min,percentual_k_unordered_max,percentual_maior_array_max
0.001,bubble,0.3399999999999999,83.11000000000003,0.1830771459776188,20.905820836015657,0.1,52.0,0.9,99.9
0.001,insertion,5.033333333333334,7.029999999999999,0.4808995402535669,1.4220310874917972,4.0,4.6,5.6,10.5
0.001,merge,1.1400000000000003,27.593333333333323,0.10034423509719624,11.050727338625437,0.9,12.4,1.3,57.9
0.001,quick,1.1266666666666665,26.94666666666667,0.18370390969378309,6.4814181788552565,0.8,15.2,1.5,40.9
