bubble,insertion,merge,quick
50.5,2.8,5.5,8.0
22.6,2.6,5.5,5.5
27.9,3.5,7.0,6.4
19.3,3.9,8.9,5.0
28.2,3.7,6.7,6.4
40.1,2.5,5.5,5.4
50.5,2.8,5.5,4.6
27.3,2.1,5.5,4.2
24.9,2.6,10.2,7.2
28.2,3.0,7.0,6.3
21.7,2.5,5.5,5.3
40.1,2.4,8.8,5.5
27.9,2.3,5.5,6.8
40.1,2.6,6.7,5.9
22.3,2.6,5.6,5.1
50.5,3.4,5.8,5.4
17.8,3.2,5.5,5.8
22.6,2.3,6.7,6.0
19.3,3.0,5.9,5.8
28.2,3.3,5.3,6.5
22.6,2.8,6.1,6.6
19.3,3.4,6.2,5.0
27.9,2.2,5.5,6.5
27.9,3.0,5.5,5.2
27.9,3.1,6.4,6.0
28.2,2.2,6.8,6.1
50.5,2.6,7.2,4.3
22.3,2.5,5.6,4.9
22.3,2.0,6.6,5.9
28.2,2.3,5.5,6.5
