probabilidade_erro,algoritmo,percentual_k_unordered_mean,percentual_maior_array_mean,percentual_k_unordered_std,percentual_maior_array_std,percentual_k_unordered_min,percentual_maior_array_min,percentual_k_unordered_max,percentual_maior_array_max
0.02,bubble,5.783555555555555,22.54177777777778,1.4391284121879264,22.051657716370215,1.0,1.59,10.0,92.0
0.02,insertion,16.68155555555555,6.798666666666664,2.9978471343114084,8.454559995594161,8.0,0.22,19.6,28.0
0.02,merge,13.90177777777777,9.713333333333333,2.644899088059407,11.647901194944566,8.0,0.29,17.4,47.0
0.02,quick,10.970444444444441,8.465888888888884,1.1631214406255892,9.108853933811627,8.0,0.43,15.0,37.0
